show_id,type,title,release_year,rating,duration,month,date,year
80091866,Movie,Dilwale,2015,TV-14,154,February,1,2017
80997602,Movie,Eye For An Eye,2019,TV-MA,108,January,15,2020
81034931,Movie,Rampant,2018,TV-MA,122,May,26,2019
80162195,Movie,The Free Man,2016,TV-PG,84,October,1,2017
60031247,Movie,Gothika,2003,R,98,November,1,2019
80178078,Movie,The Intent,2016,TV-MA,99,May,15,2017
16944044,Movie,"Lock, Stock and Two Smoking Barrels",1998,R,108,January,1,2019
80217136,Movie,Dream Big: Engineering Our World,2017,TV-G,42,July,1,2018
80049873,Movie,Counterpunch,2017,TV-MA,91,June,16,2017
70206822,Movie,Strange Voices,1987,NR,96,October,1,2011
80152434,Movie,The Outsider,2018,TV-MA,121,March,9,2018
70059026,Movie,Don,2006,TV-MA,169,December,15,2019
81074140,Movie,Hajwala 2: Mysterious Mission,2018,TV-14,116,March,8,2019
80177865,Movie,The Prison,2017,TV-MA,125,November,18,2017
80198661,Movie,The Open House,2018,TV-MA,95,January,19,2018
60021299,Movie,Wet Hot American Summer,2001,R,98,March,1,2019
70118125,Movie,My Fuhrer,2007,TV-14,91,May,7,2018
80192137,Movie,Fernando Sanjiao: Hombre,2018,TV-MA,63,May,25,2018
352989,Movie,Carrie,1976,R,98,June,1,2019
70039185,Movie,Just Friends,2005,PG-13,94,September,1,2019
80169549,Movie,Incomplete,2017,TV-MA,119,April,8,2017
70002291,Movie,Chameli,2004,TV-14,102,February,15,2019
81121186,Movie,NOVA: Prediction by the Numbers,2018,TV-G,53,July,1,2019
80141338,Movie,Sarajevo,2014,NR,98,January,15,2017
80160081,Movie,Slam,2017,TV-MA,99,April,15,2017
81183572,Movie,Deviant Love,2019,TV-14,87,September,13,2019
70104894,Movie,Friday the 13th,2009,R,97,January,1,2020
81017506,Movie,The Accountant of Auschwitz,2018,TV-14,78,July,1,2019
81028560,Movie,Shopkins: World Vacation,2017,TV-Y,71,November,15,2018
70219529,Movie,Joker,2012,TV-PG,98,August,2,2018
498716,Movie,Ferris Bueller's Day Off,1986,PG-13,103,January,3,2020
81087094,Movie,Lifechanger,2018,TV-MA,84,May,28,2019
80058026,Movie,Hell and Back,2015,R,86,September,6,2018
80217135,Movie,"We, the Marines",2017,TV-PG,38,July,1,2018
80182483,Movie,Krish Trish and Baltiboy: Battle of Wits,2013,TV-Y7,62,September,8,2017
70296443,Movie,Demonic,2015,R,83,August,10,2017
80995078,Movie,Little Singham in London,2019,TV-Y7,66,April,22,2019
80168188,Movie,Chasing Coral,2017,TV-PG,89,July,14,2017
80117531,Movie,When We First Met,2018,TV-14,97,February,9,2018
70153553,Movie,Harud,2010,TV-14,100,October,1,2016
80085567,Movie,The Monster of Mangatiti,2015,TV-MA,70,December,15,2015
80183897,Movie,The Drowning,2016,TV-MA,99,September,1,2017
81045085,Movie,Chupan Chupai,2017,TV-14,118,January,15,2019
80039484,Movie,Disciples Of The 36th Chamber,1985,NR,90,August,16,2018
80163053,Movie,My Entire High School Sinking Into the Sea,2016,PG-13,77,January,23,2018
80220228,Movie,Malicious,2018,TV-MA,91,February,1,2019
80234464,Movie,Attitude Test,2016,TV-14,88,August,19,2018
80139397,Movie,The Trip to Spain,2016,TV-MA,108,December,12,2017
80003153,Movie,Secrets of Highclere Castle,2013,TV-PG,54,February,22,2017
60003082,Movie,White Christmas,1954,TV-G,120,July,15,2012
80141254,Movie,Bibi & Tina: Girls Versus Boys,2016,TV-14,107,April,15,2017
80045783,Movie,Manson Family Vacation,2015,NR,85,October,27,2015
80202078,Movie,Pandigai,2017,TV-14,125,January,15,2019
80017528,Movie,Happy New Year,2014,TV-14,179,February,1,2017
80119194,Movie,"The Memphis Belle: A Story of a
Flying Fortress",1944,TV-PG,40,March,31,2017
80178882,Movie,Dream Boat,2017,TV-MA,92,December,1,2017
60020892,Movie,Exit Wounds,2001,R,101,October,1,2019
70143241,Movie,The Croods,2013,PG,99,July,29,2019
81009823,Movie,Invisible Essence: The Little Prince,2018,TV-PG,91,January,14,2019
81016337,Movie,Gie,2005,TV-14,141,September,15,2018
70260989,Movie,Kon-Tiki,2012,PG-13,96,April,26,2019
81172899,Movie,Payday,2018,TV-MA,110,November,29,2019
70261178,Movie,Reincarnated,2012,R,96,June,13,2016
17236920,Movie,Rounders,1998,R,121,November,1,2019
80141337,Movie,We Are Young. We Are Strong.,2014,NR,123,January,15,2017
81020508,Movie,Sanju,2018,TV-MA,159,October,15,2018
60033787,Movie,An American Tail: The Treasures of Manhattan Island,2000,G,79,April,1,2018
80095807,Movie,Riot,2015,TV-MA,88,January,1,2020
80999982,Movie,Oh My Ghost 2,2011,TV-MA,103,July,25,2018
81030342,Movie,Los Tigres del Norte at Folsom Prison,2019,TV-PG,64,September,15,2019
80052683,Movie,Democrats,2014,NR,99,April,25,2016
80142223,Movie,Laerte-se,2017,TV-MA,101,May,19,2017
80104068,Movie,Our Souls at Night,2017,TV-14,103,September,29,2017
81016750,Movie,The 3rd Eye,2018,TV-MA,108,September,28,2018
81092781,Movie,Antariksha Ke Rakhwale,2018,TV-Y7-FV,65,June,18,2019
80020132,Movie,Monster High: Haunted,2015,TV-Y7,76,March,24,2018
80235853,Movie,Pocoyo Carnival,2015,TV-Y,22,May,1,2018
80227114,Movie,Küçük Esnaf,2016,TV-14,100,April,4,2018
80133552,Movie,Vir Das: Abroad Understanding,2017,TV-MA,66,April,25,2017
80156935,Movie,One 2 Ka 4,2001,TV-14,160,March,15,2017
80185861,Movie,The Truth About Alcohol,2016,TV-14,58,August,1,2017
81145271,Movie,Black & Privileged: Volume 1,2019,TV-MA,79,July,12,2019
60024914,Movie,The Ring,2002,PG-13,116,January,1,2020
80152091,Movie,Across Grace Alley,2013,TV-PG,24,December,1,2016
81021831,Movie,Sabrina,2018,TV-MA,114,November,20,2018
80991404,Movie,Goosebumps 2: Haunted Halloween,2018,PG,90,April,25,2019
80200047,Movie,The Boy Who Harnessed the Wind,2019,TV-14,114,March,1,2019
80142617,Movie,Money,2016,R,84,October,15,2017
81060043,Movie,Antidote,2018,TV-14,90,April,14,2019
81217438,Movie,Union Leader,2017,TV-14,105,December,31,2019
80245601,Movie,DJ Cinderella,2019,TV-PG,95,June,14,2019
17457622,Movie,Judwaa,1997,TV-14,133,December,31,2019
80135296,Movie,Naledi: A Baby Elephant's Tale,2016,TV-PG,91,March,17,2017
80222256,Movie,The Feels,2018,TV-MA,88,July,1,2018
80032636,Movie,Dragonheart 3: The Sorcerer,2015,PG-13,97,January,1,2020
70098902,Movie,Flash of Genius,2008,PG-13,119,January,16,2017
70167072,Movie,Arthur,2011,PG-13,110,April,1,2019
80205978,Movie,Miss Me This Christmas,2017,TV-14,85,December,19,2017
81085824,Movie,White Chamber,2018,TV-MA,89,August,1,2019
81169158,Movie,Wandering Stars,2019,TV-MA,95,December,1,2019
80066798,Movie,Keith Richards: Under the Influence,2015,TV-PG,82,September,18,2015
80214706,Movie,Tell Me Who I Am,2019,TV-MA,86,October,18,2019
80217041,Movie,The Search for Life in Space,2016,TV-G,32,April,1,2018
70021654,Movie,The Pink Panther,2006,PG,93,July,1,2019
70000091,Movie,Harold & Kumar Go to White Castle,2004,R,88,January,1,2020
80065220,Movie,French Dirty,2015,NR,72,February,4,2016
80125818,Movie,Mune: Guardian of the Moon,2014,PG,85,January,26,2018
80011852,Movie,The Other One: The Long Strange Trip of Bob Weir,2015,TV-14,84,May,22,2015
70055855,Movie,Anthony Kaun Hai?,2006,TV-14,122,July,1,2018
70202336,Movie,Zindagi Na Milegi Dobara,2011,TV-PG,154,December,15,2019
80105067,Movie,Middle School: The Worst Years of My Life,2016,PG,92,March,3,2019
81035848,Movie,The Right One,2011,TV-14,93,June,13,2019
80186608,Movie,Thor: Ragnarok,2017,PG-13,131,June,5,2018
60000407,Movie,American Beauty,1999,R,122,January,1,2020
70307570,Movie,Abominable Christmas,2012,TV-Y7,44,February,18,2016
80182034,Movie,Walk with Me,2017,TV-PG,94,December,26,2017
80217436,Movie,Martin Luther: The Idea that Changed the World,2017,TV-PG,55,January,1,2018
80203782,Movie,Aisa Yeh Jahaan,2015,TV-14,127,October,15,2017
80138681,Movie,Enter the Warriors Gate,2016,PG-13,105,August,5,2017
80244683,Movie,"Lorena, Light-Footed Woman",2019,TV-G,28,November,20,2019
80093212,Movie,Spanish Affair 2,2015,NR,107,November,1,2016
80221639,Movie,The Incredibles 2,2018,PG,118,January,30,2019
80060297,Movie,Manhattan Romance,2014,TV-14,98,September,8,2017
80176698,Movie,Abby Sen,2015,TV-PG,127,May,1,2017
81045765,Movie,Lilli,2018,TV-MA,85,December,17,2018
80151644,Movie,Puss in Book: Trapped in an Epic Tale,2017,TV-Y7,24,June,20,2017
80117461,Movie,"Dana Carvey: Straight White Male, 60",2016,TV-MA,64,November,4,2016
80121348,Movie,Moonlight,2016,R,111,May,21,2019
80217772,Movie,Enissa Amani: Ehrenwort,2018,TV-MA,66,April,26,2018
80238291,Movie,Samarppanam,2017,TV-14,116,March,1,2018
60010069,Movie,Alice Doesn't Live Here Anymore,1974,PG,112,July,1,2019
81021243,Movie,Super Monsters: Vida's First Halloween,2019,TV-Y,24,October,4,2019
70127998,Movie,Splatter,2009,TV-14,29,November,18,2009
80109193,Movie,Holy Camp!,2017,TV-14,108,January,29,2018
81048548,Movie,Komola Rocket,2018,TV-14,95,January,7,2019
70041162,Movie,Click,2006,PG-13,108,January,1,2020
70152959,Movie,Delhi Belly,2011,TV-MA,102,December,8,2017
81035749,Movie,The Gospel of Luke,2015,TV-14,205,October,19,2018
81025908,Movie,Peace Haven,2016,TV-14,73,October,1,2018
80126507,Movie,Bobby Sands: 66 Days,2016,TV-14,106,September,28,2017
81005312,Movie,Carbon,2017,TV-MA,104,September,1,2018
70098332,Movie,Traitor,2008,PG-13,114,July,1,2018
80201618,Movie,Maza Pati Karodpati,1988,TV-PG,132,January,1,2018
80224233,Movie,Thong Dee Fun Khao,2017,TV-MA,122,January,15,2018
70197459,Movie,Barbie: Princess Charm School,2011,TV-Y,80,October,1,2017
60003961,Movie,"Thelonious Monk: Straight, No Chaser",1988,PG-13,89,November,1,2019
70296733,Movie,Mitt,2014,TV-PG,93,January,24,2014
81121176,Movie,NOVA: Death Dive to Saturn,2017,TV-G,54,July,1,2019
70206826,Movie,Victim of Beauty,1991,NR,93,October,1,2011
60024788,Movie,The End of Evangelion,1997,TV-14,87,June,21,2019
70099118,Movie,Zack and Miri Make a Porno,2008,R,101,October,1,2018
80164779,Movie,The Land of Steady Habits,2018,TV-MA,98,September,14,2018
80091936,Movie,Okja,2017,TV-MA,121,June,28,2017
81038598,Movie,The Influence,2019,TV-MA,102,October,11,2019
80163352,Movie,Master,2016,NR,143,February,1,2018
80095197,Movie,7 años,2016,TV-MA,77,October,27,2016
80163159,Movie,Menorca,2016,TV-MA,81,August,27,2017
80223271,Movie,Nothing to Lose 2,2019,PG-13,97,December,7,2019
70189282,Movie,The Iron Lady,2011,PG-13,105,July,7,2019
80174220,Movie,Bushwick,2017,TV-MA,94,November,24,2017
81006598,Movie,The Surrounding Game,2018,TV-14,98,August,30,2018
70253594,Movie,The Art of the Steal,2013,R,90,December,8,2018
81008536,Movie,Aggretsuko: We Wish You a Metal Christmas,2018,TV-PG,22,December,20,2018
80142058,Movie,Naked,2017,TV-14,97,August,11,2017
80046779,Movie,Anjelah Johnson: Not Fancy,2015,TV-14,64,October,2,2015
80201039,Movie,Peter Rabbit,2018,PG,95,August,18,2018
81136963,Movie,The Wrong Babysitter,2017,TV-14,89,June,18,2019
80191109,Movie,Hickok,2017,TV-MA,88,November,14,2017
60023237,Movie,Y Tu Mamá También,2001,R,106,June,1,2017
81165326,Movie,Tune in for Love,2019,TV-MA,123,November,5,2019
81172729,Movie,10 Days in Sun City,2017,TV-14,87,October,18,2019
80103383,Movie,Class of '61,1993,TV-PG,91,April,1,2018
80216268,Movie,Roots,2016,TV-PG,62,November,1,2017
80161109,Movie,Louis C.K. 2017,2017,,74,April,4,2017
81113921,Movie,Stree,2018,TV-MA,127,June,7,2019
80220677,Movie,Nails,2017,TV-MA,85,March,10,2018
80239961,Movie,Operation Red Sea,2018,TV-MA,139,November,27,2018
80029708,Movie,Sour Grapes,2016,NR,85,November,18,2016
80065327,Movie,The Breakup Playlist,2015,TV-14,118,February,27,2019
80190215,Movie,Locked Up,2017,TV-MA,86,April,1,2018
70304298,Movie,Silent,2014,TV-Y7,3,June,4,2019
80155792,Movie,Vaya,2016,TV-MA,106,November,1,2018
22469949,Movie,Now and Then,1995,PG-13,102,August,2,2019
60027334,Movie,"My Schoolmate, the Barbarian",2001,TV-MA,90,August,16,2018
80152003,Movie,Roger Corman's Death Race 2050,2017,R,93,January,17,2017
81171862,Movie,To Be of Service,2019,TV-MA,88,November,11,2019
81162089,Movie,GO! The Unforgettable Party,2019,TV-PG,60,November,15,2019
1151188,Movie,Chasing Amy,1997,R,113,January,1,2020
80172469,Movie,Vikings Unearthed,2016,TV-PG,113,March,1,2017
81028574,Movie,Shopkins: Wild,2018,TV-Y,75,November,15,2018
80155863,Movie,City of Tiny Lights,2016,TV-MA,110,July,21,2017
70114467,Movie,Luck by Chance,2009,TV-14,156,December,15,2019
80244019,Movie,The Resistance Banker,2018,TV-MA,123,September,11,2018
510854,Movie,The Flintstones,1994,PG,91,October,1,2019
80189955,Movie,Manolo: The Boy Who Made Shoes for Lizards,2017,TV-MA,89,January,15,2018
70125931,Movie,The Karate Kid,2010,PG,140,October,17,2019
81082007,Movie,Atlantics,2019,TV-14,106,November,29,2019
60003401,Movie,Hamara Dil Aapke Paas Hai,2000,TV-14,158,March,1,2018
80106505,Movie,Loev,2015,TV-MA,89,May,1,2017
80080768,Movie,The Blackcoat's Daughter,2015,R,95,May,18,2019
80165851,Movie,Gollu Aur Pappu,2014,TV-14,112,May,1,2017
80134434,Movie,Sen Kimsin?,2012,TV-14,102,March,10,2017
81112446,Movie,Badla,2019,TV-14,117,August,7,2019
80190463,Movie,King of Peking,2018,TV-PG,88,July,2,2018
80158482,Movie,Elaan,1971,TV-PG,143,April,1,2017
80117824,Movie,Train to Busan,2016,TV-MA,118,March,18,2017
80158247,Movie,Schubert In Love,2016,TV-14,94,March,1,2018
80217130,Movie,Mary and the Witch's Flower,2018,PG,103,July,17,2018
81168347,Movie,Hotel Pacific,1975,TV-MA,96,October,1,2019
80158770,Movie,The Russian Revolution,2017,TV-14,47,June,15,2017
81113927,Movie,Pihu,2018,TV-14,90,June,15,2019
80038443,Movie,Organize Isler,2005,TV-14,104,April,4,2018
80186829,Movie,Nothing to Lose,2018,PG,133,July,20,2018
80160347,Movie,Mariah Carey's Merriest Christmas,2015,TV-G,38,December,9,2016
80156940,Movie,Pyar Ke Do Pal,1986,TV-PG,153,January,15,2018
80099083,Movie,Fitoor,2016,TV-14,124,August,2,2018
81221913,Movie,Kuldip Patwal: I Didn't Do It!,2017,TV-MA,126,December,31,2019
80144453,Movie,Goldstone,2016,R,110,December,10,2018
80163054,Movie,Sadie's Last Days on Earth,2016,TV-14,94,August,22,2017
80184972,Movie,Ghost House,2017,TV-MA,100,December,31,2017
70077556,Movie,The Spiderwick Chronicles,2008,PG,97,March,1,2019
80244848,Movie,Loudon Wainwright III: Surviving Twin,2018,TV-14,92,November,13,2018
70033643,Movie,Casino Tycoon,1992,TV-MA,125,August,1,2018
80075476,Movie,Mascots,2016,TV-MA,95,October,13,2016
80134966,Movie,Jen Kirkman: Just Keep Livin’?,2017,TV-MA,69,January,3,2017
70242897,Movie,Power Rangers Super Samurai: Trickster Treat,2012,TV-Y7-FV,23,January,1,2016
80209356,Movie,Dare to Be Wild,2015,TV-PG,100,April,1,2018
81186758,Movie,Oh! Baby (Malayalam),2019,TV-14,146,September,25,2019
70020750,Movie,The Squid and the Whale,2005,R,81,October,1,2019
80184834,Movie,Ryan Hamilton: Happy Face,2017,TV-14,57,August,29,2017
80993149,Movie,Maynard,2017,TV-PG,100,September,2,2018
80242446,Movie,The Holiday Calendar,2018,TV-PG,95,November,2,2018
70242900,Movie,Power Rangers: Megaforce: Raising Spirits,2013,TV-Y7-FV,24,January,1,2016
