성명,선거구1,선거구2,여당평가,당선여부,득표수(득표율),학력,과목,경력_지역,인지도,지역구분
박영섭,서울,성북구,51.225,False,-0.506417207134264,,정치,False,0.000936114329862708,2
김문수,서울,성북구,51.225,True,,고려대,정치,False,0.6972099523026551,2
이종원,서울,성북구,51.225,False,-3.4021973817454887,,,False,0.18204496562288053,2
이대일,서울,성북구,51.225,False,-2.8515065895731566,,,True,0.0095621409885491,2
나영창,서울,성북구,51.225,False,-0.2684927449771897,,,False,0.0004796686063107933,2
김구현,서울,성북구,51.225,True,,서울대,정치,True,0.007467031495555348,2
편재승,서울,성북구,51.225,False,-3.1567684064327106,,,False,0.001671882485546196,2
최계락,서울,성북구,51.225,False,-0.18943902456281864,고려대,행정,True,0.0001739291551246542,2
이승로,서울,성북구,51.225,True,,고려대,행정,False,0.010554598586887178,2
장영기,서울,성북구,51.225,False,-3.363378917750478,,행정,False,0.0027841537420791565,2
이복근,서울,강북구,51.225,True,-0.3323342821746236,,경영,False,0.005216167543045951,2
박상구,서울,강북구,51.225,False,,,,True,0.005381779815303163,
홍서정,서울,강북구,51.225,False,-3.645062354752178,,,True,0.0004236523855694882,2
양재성,서울,강북구,51.225,False,-3.760669712195619,,행정,False,0.005680347876212276,2
김기옥,서울,강북구,51.225,False,-1.7389549805501174,,정치,True,0.007047683894187081,2
이성희,서울,강북구,51.225,True,-0.318034987162204,,,,0.027128777899963697,2
윤유선,서울,강북구,51.225,False,,,,True,0.7573063928032863,2
유태봉,서울,강북구,51.225,False,-3.489982535428636,,,False,,2
김정중,서울,강북구,51.225,False,-1.991663783250217,,경영,True,0.0023940290556739925,2
,서울,강북구,51.225,False,-0.3487737756550223,,,True,0.004534918839921186,2
박진형,서울,강북구,51.225,True,,,정치,True,0.13413681235883232,2
최지혜,서울,강북구,51.225,False,-3.0211359651462733,,,False,0.013140134604645734,2
김규진,서울,강북구,51.225,False,-0.3006925414645293,,경영,False,0.015693092649833845,2
강성언,서울,강북구,51.225,True,,,,True,0.0002543199927318021,2
강혁,서울,강북구,51.225,False,-3.3074679623793326,,,True,0.021661038915326468,2
,서울,도봉구,51.225,False,-0.3727405846488975,,,False,0.00040674925099020386,2
김용석,서울,도봉구,51.225,True,,,,True,0.016147865589616582,2
김종덕,,도봉구,51.225,False,-3.311213608302469,연세대,경제,False,0.028390447628284694,2
서종태,서울,도봉구,51.225,False,-0.3112463399323753,,행정,False,,2
,서울,도봉구,51.225,True,,,경영,True,,2
차창헌,서울,도봉구,51.225,False,-2.9779792684843103,,,True,1.0690639104822837e-05,2
안진옥,서울,도봉구,51.225,False,-0.17243328880443265,,,False,6.499866061416994e-05,2
김창원,,,51.225,True,,,,,0.0031060055613628106,
김은희,서울,도봉구,51.225,False,-2.7815028578336984,,,False,0.2394451225111034,2
양남열,서울,도봉구,51.225,False,-0.1891482920996882,,,False,6.745921810692312e-06,2
김동욱,서울,,51.225,True,,,행정,True,0.5950174378214711,2
윤원필,서울,도봉구,51.225,False,-3.5501397163822754,,경영,False,3.2705732951775867e-06,2
강병태,서울,노원구,51.225,False,-0.3568630625868248,,행정,False,0.0006347796307948448,2
서영진,서울,노원구,51.225,True,,연세대,행정,True,0.011327532203187784,2
이환주,서울,노원구,51.225,False,-2.7717660154883177,,,False,0.003791016300318856,2
김주성,서울,노원구,51.225,False,-0.19635301276149966,,정치,,0.14898566130280136,2
문상모,서울,노원구,51.225,True,,,,True,0.006858079570232944,2
고만규,서울,노원구,51.225,False,-0.4140279476548364,,,True,0.0003042969373185132,
오승록,서울,노원구,51.225,True,,고려대,,True,0.013088993605172268,2
박준의,서울,노원구,51.225,,-3.4483367875646485,,,False,2.5051385563351934e-05,2
이상용,서울,,51.225,False,-0.4040819820232133,,,True,0.2315610677603684,
김생환,서울,노원구,51.225,True,,,행정,True,0.0007477837823176237,2
강현분,,,51.225,False,-3.2482704066434005,,,False,6.663874386471875e-06,2
이종은,서울,노원구,51.225,False,-0.1985435056034747,,정치,True,0.22022467476166413,2
김광수,서울,노원구,51.225,True,,,,True,0.3031533013230684,2
김광호,서울,노원구,51.225,False,,고려대,법,True,0.016050157255604446,2
유청,서울,노원구,51.225,True,,,경영,True,0.0432409403072007,2
이명재,서울,은평구,51.225,False,-0.2675740899620432,,경영,False,,2
이순자,서울,은평구,51.225,,,,행정,True,0.12468084353228645,2
최승현,서울,은평구,51.225,,-2.7944183840373404,,법,False,0.033120192902789225,2
김판수,서울,은평구,51.225,False,-0.4614956332826197,,법,False,0.004406546072283015,2
,서울,,51.225,True,,고려대,행정,True,0.3163736418980921,2
채훈병,서울,은평구,51.225,False,-3.3892486114463614,,,True,4.872843874494057e-07,2
남기정,서울,,51.225,False,-0.35329601401269145,,,False,0.006187843506176028,2
장우윤,서울,,51.225,True,,,법,False,0.0001994609637167923,2
,서울,은평구,51.225,False,-3.2558268904185503,,행정,False,0.5062184023819956,2
박선경,서울,은평구,51.225,False,-3.614497355791373,,,True,0.0017250263271243484,
나영섭,서울,은평구,51.225,False,-0.3444212447773257,고려대,,False,0.00011871619721871768,2
이현찬,서울,은평구,51.225,True,,,행정,False,0.0006460475183098379,2
문미정,서울,은평구,51.225,False,-2.8334195144420438,,,True,6.188012231429763e-05,2
김영원,서울,,51.225,False,-0.2655144148463038,,,,0.06705259679400473,2
,서울,서대문구,51.225,True,,연세대,행정,True,0.050840616440914164,
이문복,서울,서대문구,51.225,False,-0.28345696908978824,,,False,0.00419470389572159,2
박운기,서울,서대문구,51.225,True,,,,True,0.006384801611060836,2
송주범,서울,서대문구,51.225,False,-0.1239670413136493,,,,0.021886997465563825,2
문형주,서울,서대문구,51.225,True,,,,True,0.0425488950484488,2
김수철,서울,서대문구,51.225,False,-0.1711419819741254,연세대,,True,0.7381788097874611,2
조상호,서울,서대문구,51.225,True,,,,True,0.06891257895682504,
박태규,,마포구,51.225,False,-0.4477083764572509,,행정,True,0.0007412999730307875,2
김상훈,서울,마포구,51.225,True,,,,False,0.04791256532574184,2
박종만,서울,마포구,51.225,False,-3.2255817290080198,,,False,0.001019049177124988,2
소영철,서울,마포구,51.225,False,-2.3057651274742343,,,True,0.00013483626784076066,2
정춘희,서울,마포구,51.225,,-0.233780468356618,,행정,True,0.00017551116113810416,2
김창수,서울,마포구,51.225,True,,연세대,,True,0.026236090999323572,2
최근희,서울,마포구,51.225,False,-0.6142460228181826,,,True,1.6268239886645122e-05,2
유동균,서울,마포구,51.225,True,,,행정,False,0.015100518473074694,
하윤정,서울,마포구,51.225,False,-2.591813690369584,,,False,0.000736460775333921,2
김재범,서울,마포구,51.225,False,-2.264248163986953,,정치,False,0.04389805060959202,2
정해원,서울,,51.225,False,-0.6658409794122928,고려대,,False,0.002142136745997989,2
오경환,서울,마포구,51.225,True,,연세대,행정,True,0.00143605740802785,2
이수정,서울,마포구,51.225,False,-2.5057449274456185,,,True,0.17558998543077914,2
김기덕,서울,마포구,51.225,False,-1.809773613546148,,,True,0.6848611694131077,2
,서울,양천구,51.225,False,-0.2400926833858761,연세대,,False,0.22589305024946524,
김경자,서울,양천구,51.225,True,,,,False,0.25711403799724203,3
서성진,서울,양천구,51.225,False,-2.576550495755602,,,False,0.015028195062767294,3
임옥연,서울,양천구,51.225,False,-0.29730314169950256,,,True,0.011320411169910055,3
문영민,서울,양천구,51.225,True,,,,False,0.06453861576394958,3
이정찬,서울,양천구,51.225,False,-2.2016585165420253,연세대,행정,True,0.08713434562555368,3
,서울,양천구,51.225,False,-0.23230491014717,,행정,True,0.045920393380837234,3
우형찬,서울,양천구,51.225,,,,,True,0.037667136387483265,
박경식,서울,양천구,51.225,False,-0.3697786865357411,,,,0.14912369555142865,3
김희걸,서울,양천구,51.225,True,,,법,False,0.06611515616930831,3
장우식,서울,양천구,51.225,False,,,,False,0.025273227145220473,3
황종섭,서울,양천구,51.225,False,-3.364970366838411,서울대,,True,0.007405301083925858,3
이명영,서울,양천구,51.225,False,-2.8431738311562382,,법,True,0.007466434412908323,3
김기홍,서울,강서구,51.225,False,-0.3145318180265156,,,True,0.016540937887282253,2
이창섭,서울,강서구,51.225,True,,연세대,,,0.7403189891736114,2
이차순,서울,강서구,51.225,,,,,True,1.4897144184113848e-05,2
김형식,서울,강서구,51.225,True,,,,True,0.01936093463419413,2
노길호,서울,강서구,51.225,False,-3.059119670189772,,,False,0.00016965767804680396,2
황준환,서울,강서구,51.225,True,-0.019604652551453786,,경영,True,0.0005590144827507143,2
김영미,서울,강서구,51.225,False,,,,False,0.21495331997911007,2
고진호,서울,강서구,51.225,False,-0.20064507250397912,,,False,0.0031036566360996185,2
한명희,서울,강서구,51.225,True,,,,True,0.0049785923847209795,2
문대열,,구로구,51.225,False,-0.6904400477532824,,,True,7.992466230802735e-06,2
장인홍,서울,구로구,51.225,True,,,경영,False,0.0007583702780892641,2
정승우,서울,구로구,51.225,False,-2.307158245088023,,,True,0.4475728495958848,2
설진호,서울,구로구,51.225,False,-0.6508509385764242,,,False,2.4351173721725503e-05,2
,서울,구로구,,True,,,,True,0.04033249801664695,2
고영국,서울,구로구,51.225,False,-3.5310710338169033,,,False,0.0012414653213284302,
김병훈,서울,구로구,51.225,False,-2.46765249650948,,,False,0.015312751686616109,2
조동준,서울,구로구,51.225,False,-3.143963776322868,,,True,0.0028416727183904204,2
강태석,서울,구로구,51.225,,-0.21247377706398668,,행정,False,0.08384694237858273,2
김종욱,서울,구로구,51.225,True,,고려대,,True,0.0505335070723624,
이우진,서울,구로구,51.225,False,-0.223724749090496,,행정,True,0.35244943238823345,2
김인제,,구로구,51.225,True,,,,True,0.005078166903912895,
이희권,서울,금천구,51.225,False,-0.339503181887784,,행정,False,0.11029644256044684,2
,서울,,51.225,True,,,경제,True,0.105152329715603,2
강구덕,서울,금천구,51.225,,-0.1379926051908794,,행정,True,0.11545791286777375,2
이원기,서울,금천구,51.225,False,,고려대,법,True,0.4265299458779563,2
권태훈,서울,금천구,51.225,False,-3.0924389766010565,연세대,경제,False,,2
김주범,서울,영등포구,51.225,False,,,,False,0.0006118237748044152,3
최웅식,서울,영등포구,51.225,True,,,행정,True,0.001403377455760316,3
권홍재,서울,영등포구,51.225,False,-0.3273679068296334,,행정,False,2.2997469400409032e-05,3
김정태,서울,영등포구,,True,,,,True,0.6014705263215061,3
공태윤,서울,영등포구,51.225,,,,정치,False,5.42594309551231e-05,3
도문열,서울,영등포구,51.225,True,0.10219697390919248,,,False,1.2444339656913985e-05,3
강필성,서울,영등포구,51.225,False,,,경영,False,0.0009041765893447892,3
강선화,서울,영등포구,51.225,False,,,,False,0.005027069131431956,3
한흥석,서울,영등포구,,False,-0.45603738701645397,,,False,2.0967256092693758e-05,3
유광상,서울,영등포구,51.225,True,,,,True,0.0007914827443482478,3
,서울,영등포구,51.225,False,-3.0128747177909347,,,False,0.3424417436804536,3
김지향,서울,영등포구,51.225,False,-2.9994982603864826,,행정,True,0.047239131806245435,3
김흥중,서울,동작구,51.225,False,-0.3113535699869395,,,False,0.00022371150279682934,
최영수,서울,동작구,51.225,True,,연세대,행정,True,0.8449157759239814,3
권남미,서울,동작구,51.225,False,-2.4995233811859934,,,,1.7718852988950383e-05,3
김황기,서울,동작구,51.225,,-0.1465167416662565,,,True,0.0008601123902005226,3
김혜련,서울,동작구,51.225,True,,,행정,False,0.04763161164137267,3
유재억,서울,동작구,51.225,False,-0.3662138134475181,,,False,0.0007829745642638183,3
박기열,서울,동작구,51.225,True,,,행정,True,0.012562873069369236,3
최형용,서울,동작구,51.225,False,-0.2445870479447507,,,True,0.0003897847259291301,3
유용,서울,동작구,51.225,True,,,행정,False,,3
권말선,서울,동작구,,False,-3.4339449256562635,,,True,,3
김갑용,서울,관악구,51.225,False,,,,True,0.003611908487396028,2
서윤기,서울,관악구,51.225,True,,,,False,0.0032110080337775424,2
노광호,서울,관악구,51.225,False,-3.198680019171527,,,False,8.632463243263708e-05,2
최흥배,서울,관악구,51.225,False,-0.4829229823565963,,행정,False,1.7342889372112554e-05,
이행자,서울,관악구,51.225,True,,,,True,0.13125203196818014,2
김성규,서울,관악구,51.225,False,-0.5782507062595394,,,False,0.8435667190484676,2
신언근,서울,관악구,51.225,True,,고려대,행정,True,0.0009040751543331793,2
김용섭,서울,관악구,51.225,False,-3.1270093782485056,,,False,0.017330682410591096,2
이면석,서울,관악구,51.225,False,-3.907801836845008,,,True,1.9907375449641206e-05,2
김진영,서울,서초구,51.225,True,0.3697221526684663,,,True,0.5050651633277352,1
이번송,서울,서초구,,False,,,경제,True,2.7377417036093405e-05,1
고미숙,서울,서초구,,False,-3.2408783958725147,,,False,0.2162172470548286,1
,서울,서초구,,True,0.27496024919189466,,경제,False,0.06896380734306226,1
이경욱,서울,서초구,,False,,,경영,True,0.01107885377042635,1
백연주,서울,서초구,51.225,False,-3.413745870042815,,,,0.0006655112419051256,1
,서울,서초구,51.225,True,0.1410367164558133,,,True,0.029250411771096677,
류은숙,서울,서초구,51.225,False,,,법,True,0.0026345833535932387,1
유검우,서울,서초구,51.225,False,-3.6456710281521265,,,False,0.0009420238075165877,1
김용석,서울,서초구,51.225,True,0.2892458605179707,서울대,,True,0.11770032876871153,1
김남순,서울,서초구,51.225,False,,,,False,,1
정정은,서울,서초구,,False,-3.3771586967394316,,,False,0.0262800052341845,1
김진수,서울,강남구,51.225,True,0.383821910027555,,행정,True,0.14476047694742694,1
박다미,서울,,51.225,False,,,,False,0.0027886941478474717,1
이석주,서울,강남구,51.225,True,0.4031234783607124,,경영,,0.0033122002117755107,1
강동호,서울,강남구,51.225,False,,서울대,경제,True,0.6946938089157157,1
김현기,서울,강남구,,True,0.1621175798375015,,행정,True,0.011737051847187563,1
김창옥,서울,강남구,51.225,False,,,법,False,0.14270776793004675,1
주찬식,서울,송파구,51.225,True,0.216693571097776,,경영,True,0.0017983631100268558,1
백경열,서울,송파구,51.225,False,,연세대,,True,0.0006895032671506745,1
남창진,서울,,51.225,True,0.06154207574220528,,,False,0.002684207696428909,1
서창열,서울,송파구,51.225,False,,,,False,2.1837510733761704e-05,
배옥식,서울,송파구,51.225,False,-3.493282898218005,,경영,False,,1
진두생,서울,송파구,51.225,True,0.012653128106953578,,행정,True,0.002365865388805457,1
장정숙,서울,송파구,51.225,False,,서울대,,,0.1161700630749793,1
강감창,,,51.225,True,0.14768910132048102,,,True,,1
김광철,,송파구,51.225,False,,,,False,0.03587284540730749,1
안규호,서울,송파구,51.225,False,-3.8210922066302726,,,False,0.010987073315446086,1
김원태,서울,송파구,51.225,False,,고려대,,True,,1
,서울,송파구,51.225,True,,연세대,,False,0.7747736856999919,1
고광철,서울,송파구,51.225,False,,고려대,정치,True,0.007386300837267029,1
최조웅,서울,송파구,51.225,True,,연세대,행정,True,0.013439568588367016,1
황병국,서울,강동구,,False,-0.26203670300487625,,행정,False,0.04095076895586141,1
이정훈,서울,강동구,51.225,True,,,,True,0.34645670262115363,1
송재형,서울,강동구,51.225,True,-0.13054326427075358,,,False,0.004666901857113225,1
한봉수,서울,강동구,51.225,False,,,행정,True,0.004069940759783335,1
이형석,서울,강동구,51.225,False,-2.3860940487600906,,정치,True,,1
이신우,서울,강동구,51.225,False,-0.284131018991976,,,True,0.09889257681820014,1
양준욱,서울,강동구,51.225,True,,,경영,,,1
윤규진,서울,강동구,51.225,False,-0.13660923750916076,,,True,0.25699061823088426,1
박호근,서울,강동구,51.225,True,,고려대,,False,0.0126062045889497,1
최영규,부산,중구,,True,,,경영,False,0.6283441196380817,1
이병환,부산,중구,51.225,False,,,,True,0.3344010215525948,1
김진필,부산,중구,51.225,,-1.9063081592245616,,,True,0.03725485880932348,1
권칠우,부산,서구,51.225,True,0.2747127816539077,,법,True,0.0010638979842715127,
이경포,부산,서구,51.225,False,-0.3888461653130553,연세대,,False,3.448765018347111e-05,
공한수,부산,서구,51.225,True,0.3993458869577318,,정치,True,0.003267002582787805,1
김종대,부산,서구,51.225,False,-0.9199195657517032,,법,False,0.9947842164046156,
곽정훈,부산,서구,51.225,False,-2.366721862489076,,경영,False,0.0008503953781415518,1
김진홍,부산,동구,51.225,True,0.15855354880001518,,행정,False,0.6451092334344329,1
,부산,동구,51.225,False,-0.8817010827606642,,,True,0.05646684811873021,1
정충보,부산,동구,51.225,False,-1.8883863049171268,,,True,6.870661322345196e-05,1
김종한,부산,동구,51.225,True,0.5380389429948346,,경영,False,0.29733357393344506,1
안효득,부산,동구,51.225,False,,,,,0.001021637900168341,1
황보승희,부산,영도구,,True,0.8864931447474614,,,True,0.04398917735456885,1
박용찬,부산,영도구,51.225,False,-1.0347956557396487,,,False,,
이상호,부산,,51.225,True,0.30187724968385804,,정치,,0.8094855225872829,1
박상현,부산,영도구,51.225,False,,,,True,0.12310792551255248,1
박석동,부산,부산진구,51.225,True,0.25346021641885624,,,True,,1
서진혜,부산,부산진구,51.225,False,,,,False,6.680002649932553e-05,1
김선미,부산,부산진구,51.225,False,-2.1822682063330894,,,True,0.10025179246733207,1
이대석,부산,,51.225,True,0.11958141967495108,,,,0.0035563432827145787,1
서은숙,,부산진구,51.225,,,,,True,0.03279929731262474,1
김도숙,부산,부산진구,51.225,False,-3.2796375018267017,,,True,1.161472369210919e-05,1
김병환,부산,부산진구,51.225,True,0.10106496321352704,,,True,,1
송병곤,부산,부산진구,51.225,False,,,법,True,0.0025475255464794226,1
안수용,부산,부산진구,51.225,False,-3.6372235588073782,,,True,0.00011663394572142163,1
이지원,부산,부산진구,,False,-3.9724755751255993,,정치,True,0.7512467338717249,1
고진현,부산,부산진구,51.225,False,-2.3420883705579407,,경영,True,0.0017184123404346994,1
김영욱,부산,부산진구,51.225,True,0.21879059153130814,,,True,0.09715574655933328,1
조권환,부산,,51.225,False,,,,True,0.00019115512220394752,1
박중묵,,동래구,51.225,True,0.2598953416730046,,행정,True,0.005874602644992689,1
박민성,부산,동래구,51.225,False,-0.3759850816903603,,,True,0.30575852071041704,1
권오성,부산,동래구,51.225,True,0.3435223827125701,,행정,True,0.2338207226127761,1
정임석,부산,동래구,51.225,False,-1.2971937471294048,,행정,False,,1
박경석,부산,동래구,51.225,False,,,,True,0.04796199434314053,1
이진수,,동래구,51.225,True,0.26703167429086755,,경영,True,0.4042885372348625,1
권우상,부산,동래구,51.225,False,-2.0050070679871723,,,True,0.0010021706145668511,1
하태견,부산,동래구,51.225,False,-0.900611079433312,,경제,False,0.0009498600244088364,1
이희철,부산,남구,51.225,True,0.2136212840196836,,경영,True,0.004159625027836644,1
,부산,남구,51.225,,,,,False,0.002048607469875494,1
전현경,부산,남구,51.225,False,-2.766248713102313,,,False,0.0005549417427878441,1
오은택,부산,남구,51.225,True,0.28731399686943976,,,False,0.0034341888452090103,1
강지영,부산,남구,51.225,False,,,,True,0.6934329626002418,1
이규헌,부산,남구,51.225,False,-1.8513672213948815,,,False,0.0016138047772274295,1
박재본,부산,남구,51.225,True,0.465164679394697,,경영,True,0.0016692402007751116,1
조철호,부산,남구,51.225,False,,,,True,0.0022335144666540954,1
허남호,부산,남구,51.225,,-2.8227999467591984,,,False,0.00018764466150170952,1
진남일,부산,남구,,True,-0.016194356437257033,,법,False,,1
안병길,부산,남구,51.225,False,,,,True,0.0068429390351782745,1
이진호,부산,남구,51.225,False,-1.4835732323806652,,행정,False,0.2833079465450939,1
,부산,북구,51.225,,0.1542491745004176,,행정,True,0.0004036176343224332,1
권경업,,북구,51.225,False,,,,False,0.001111402854705098,1
변종철,부산,북구,51.225,False,-3.182038781381761,,,True,5.845153630062165e-06,1
손상용,부산,북구,51.225,True,0.2925359296221989,,경영,True,0.0001093844725102055,1
노기섭,부산,북구,51.225,False,,,,,0.00041177010324486117,1
이종진,부산,북구,51.225,True,0.06449291630345083,,경영,False,0.0033932803095089352,1
김명석,,북구,51.225,False,,,,True,0.0018490330504479155,1
김인규,부산,북구,51.225,False,-3.4411179461256043,,,True,0.009974164076547241,1
손동호,부산,북구,51.225,False,-2.1736355534400302,,,True,0.0014241903658220002,1
,부산,북구,51.225,True,-0.0015559068651936762,,,True,0.9766663727452138,
이순영,부산,북구,51.225,False,,,,True,0.002498234754948057,1
이선자,부산,북구,51.225,False,-3.1748416655066984,,,False,0.001839418795252189,1
정규룡,부산,,51.225,False,-2.426602887731045,,경영,True,0.00031328568384737446,1
신정철,부산,해운대구,51.225,True,0.4099685936078463,,행정,,0.00746425822290808,1
장호출,부산,해운대구,51.225,False,,,,False,9.470465376192096e-05,1
최준식,,해운대구,51.225,True,-0.06956207358565017,,경영,False,0.01045116268029947,1
조용우,부산,해운대구,51.225,False,,,,,0.010059196936804043,1
김동윤,부산,해운대구,51.225,False,-2.843377092040235,,,,0.7103931775573378,1
허영관,부산,해운대구,51.225,False,-3.4522879663623987,,,True,2.0709552730349552e-05,1
,부산,해운대구,51.225,False,-2.3311993190793503,,,True,1.67356615039349e-05,1
김진영,부산,해운대구,,True,0.4750299328309547,,,False,0.21191845902065196,1
김근수,부산,해운대구,51.225,False,,,,True,0.038958843983687146,1
강무길,부산,해운대구,51.225,True,0.3486148026563365,,,False,0.0009767470149885517,1
김우룡,부산,,51.225,False,,,경영,False,0.009646004715326737,1
박인대,부산,기장군,51.225,True,0.16964791543032856,,경영,True,1.8992737657952483e-05,
박성훈,부산,기장군,51.225,False,-2.172731800201149,,,False,0.39574635557575305,1
김유환,부산,기장군,51.225,False,-0.7243545500958637,,행정,True,0.00701165671097461,1
,부산,기장군,51.225,True,,,,True,0.000859844427072284,1
정영주,부산,기장군,51.225,False,,,경제,False,0.5963631505485419,1
최영진,부산,사하구,51.225,True,0.6640690775437387,,경영,True,0.07364090050986369,1
유홍,부산,사하구,51.225,False,-0.8297283544228351,,,True,0.0015036161846952378,1
신현무,부산,사하구,51.225,True,0.1772034469657926,,법,True,0.001997485211512237,1
유동철,부산,사하구,51.225,False,,,행정,False,0.0011676249103792005,1
공은희,,사하구,51.225,False,-3.0270649420531304,,,True,0.0003756423010786585,1
,부산,사하구,51.225,True,0.21378793873749272,,경영,True,0.0021673757964658646,1
김재영,부산,사하구,51.225,,,,,False,0.9128349684387466,1
조정화,,사하구,51.225,True,,,,True,0.005536483520572597,1
김갑민,부산,사하구,51.225,False,,,법,False,0.0002272685198277135,1
배진탁,부산,사하구,51.225,,-2.5494237372253643,,경제,False,0.0005486346068583472,1
백종헌,부산,금정구,51.225,True,0.5038810545726925,,,True,0.039312440953551936,1
박명진,,금정구,51.225,False,-1.7266662656319614,,,,,1
김인철,부산,금정구,,False,-1.4315933822899225,,,False,0.059810066585402735,
박성명,부산,금정구,,True,0.13422704185759432,,경영,False,0.002457406249106761,1
김태진,부산,금정구,51.225,False,-1.6643150085339966,,,True,0.8762275076628671,1
이일권,부산,금정구,51.225,False,-0.9495981268349544,,,True,0.006710069053991549,1
김진용,,강서구,51.225,True,-0.11725282376313732,,,True,,1
이대진,부산,강서구,51.225,,-2.3464347999568944,,,True,0.25667561367252784,1
조경환,부산,강서구,51.225,False,-1.3430935543032674,,,True,0.3651453485241707,1
이성두,부산,강서구,51.225,False,-1.3518855814343491,,,True,0.00024268554479803822,1
윤종현,부산,강서구,51.225,True,0.33837751754596945,,행정,False,0.03158401605920301,
박인식,부산,강서구,,False,,,,True,0.01344466016971812,1
안재권,부산,연제구,51.225,True,0.19049844387527315,,행정,True,0.00043076877658902485,1
김태훈,부산,연제구,,,,고려대,,False,0.6839309756702165,1
차성민,부산,연제구,51.225,False,-2.1159450916368474,,,False,0.0004883791661820167,1
이해동,,연제구,51.225,True,0.27978095962508803,,,True,0.0024267082929041225,1
서희자,부산,연제구,51.225,False,-1.7073306726398805,,,True,1.934295007937634e-05,1
박재홍,부산,연제구,51.225,False,-1.1022053419456186,,법,False,0.3127038251440289,1
강성태,부산,수영구,51.225,True,,,,True,0.9888423218907282,1
,부산,수영구,51.225,False,,,,False,0.001295101376580875,1
강혜란,부산,수영구,51.225,False,-1.912028168874516,,,True,0.0012341991403434006,1
전봉민,부산,수영구,51.225,True,0.5480943874654887,,,True,0.008622070251013763,1
이남중,부산,,51.225,False,,,정치,True,6.3073413336145525e-06,1
이상갑,부산,사상구,51.225,True,0.2787683525560388,,,True,0.3066130989759305,1
정대욱,부산,사상구,51.225,,,,행정,True,0.028613532859246976,1
오보근,부산,,51.225,True,0.0860671482532368,,경영,True,0.0537099077502966,1
이성숙,부산,,51.225,False,,,,True,0.6110634604145259,1
임인환,대구,중구,51.225,True,0.7665293024574596,,행정,,0.17886314827611188,1
박문일,대구,중구,51.225,False,-0.9360576285080632,,법,True,0.8211368517238882,1
강신혁,대구,동구,51.225,True,0.6660983586916662,,경영,False,0.04329095705128296,1
조종철,대구,동구,51.225,False,-0.8355758662535775,,행정,True,0.0013398151766487573,1
윤석준,대구,동구,51.225,True,1.3236846735595234,,,True,0.3777747886069976,1
최일영,대구,동구,51.225,False,-1.5562227677847411,,정치,False,0.00250413505188101,1
도재준,대구,동구,51.225,True,0.6721672866187424,,,True,0.002705365569516744,1
박인규,,동구,,False,-0.8182247376070452,,,True,0.572384938543673,1
김의식,대구,서구,51.225,True,,,,True,0.118746385606755,1
김재국,대구,서구,51.225,False,,,,False,0.1843800824764191,1
이재화,대구,서구,51.225,True,0.5024873967418689,,,True,0.6956928935711816,1
위용복,대구,서구,51.225,False,-0.6166007053970675,,,True,0.0011806383456443787,1
,,남구,51.225,True,0.6857507298947063,,경영,True,0.3960892701492256,1
송철민,대구,남구,51.225,False,-2.3051242395127214,,,True,0.006722006808561261,1
서영조,대구,남구,51.225,False,-1.2963756774796305,,,False,,1
조재구,대구,남구,51.225,True,1.3757308220301063,,경영,True,0.4364075604119003,1
조석원,,남구,51.225,,-1.6087421910921185,,,True,0.1188293761959282,1
최광교,대구,북구,51.225,True,0.5453082542479742,,정치,False,0.000247886487819566,1
이동수,대구,북구,51.225,False,-0.7911064953596608,,경영,True,0.1281668617334338,1
이경애,대구,북구,51.225,True,0.9951937834078404,,,True,0.7396210710907007,1
이대동,대구,북구,51.225,False,-1.230586452844026,,,True,0.0005436690581457822,1
김규학,대구,북구,51.225,True,0.9559010780595748,,,True,0.0046986199175372825,1
구완모,대구,북구,51.225,False,-1.2096287098846377,,,True,0.004228448587673233,1
최인철,대구,북구,51.225,True,1.048645661853001,,정치,False,0.10347419137619852,
정현태,대구,북구,51.225,False,-1.3307715653907009,,법,True,0.019019251748491058,1
정순천,대구,수성구,51.225,True,0.5312523790874458,,행정,True,0.04935444949047907,1
노상석,,수성구,51.225,False,-0.6971408911538607,,정치,False,0.023848657024397542,
오철환,대구,수성구,51.225,True,0.5295089317822247,,경영,True,0.023577050888547488,1
김동식,대구,수성구,,False,-0.6659904445466734,,행정,True,0.5569258148680765,1
이동희,대구,수성구,51.225,True,1.3603196337088856,,,True,0.3429584591702582,1
길정혜,대구,수성구,51.225,False,-1.6157549454657192,,,True,,1
이귀화,대구,달서구,51.225,True,0.4124222731311018,,,False,0.012586126609990709,
한상근,대구,달서구,51.225,False,-0.5354372851169855,,,True,0.02386945745332027,1
김재관,대구,달서구,51.225,True,1.0017206949742234,,경영,True,0.109115781808689,1
,,달서구,51.225,False,,,법,False,0.006380705946178856,1
박상태,대구,달서구,51.225,True,1.1494719630445298,,행정,,0.06915571142010082,
최창진,대구,달서구,51.225,False,-1.329508829729857,,,True,0.08223319712602634,1
김원구,대구,달서구,51.225,True,0.7167292988662894,,경영,,0.2788421602867935,1
지용성,대구,달서구,51.225,,-0.8438852972556582,,,True,0.2387722332852699,1
배지숙,대구,달서구,51.225,True,0.4525214569342311,,정치,True,0.1671275289359779,1
김주범,대구,달서구,51.225,False,-0.5538247501148654,,행정,True,,
조성제,대구,,51.225,True,0.299743320770108,,경영,True,0.38997647355250586,1
박명환,대구,달성군,51.225,False,-0.4064901250145918,,,False,0.6100235264474942,1
