이름,선거구,선거구명,종류,회,기호,남여,정당,연령,직업,여당평가,당선여부,득표율,학교,과목,인지,지역구분
이후삼,충북,제천시 단양군,국회의원,20,2,남,rev,46,정당인,42.84,False,,,,0.15088703303245507,1
김대부,충북,제천시 단양군,국회의원,20,3,남,rev,54,정당인,42.84,False,,,행정,0.005368771928753786,1
박덕흠,충북,보은군 옥천군 영동군 괴산군,국회의원,20,1,남,con,62,,42.84,True,,,,0.1396696001038294,1
이재한,충북,보은군 옥천군 영동군 괴산군,국회의원,20,2,남,rev,52,정당인,42.84,False,,,,0.8603303998961706,
경대수,충북,증평군 진천군 음성군,국회의원,20,1,남,con,58,,42.84,True,,서울대,법,0.8402474952319058,3
임해종,충북,증평군 진천군 음성군,국회의원,20,2,남,rev,57,정당인,42.84,False,,,,0.03706337742937595,3
김영국,충북,증평군 진천군 음성군,국회의원,20,3,남,rev,56,,42.84,False,,,경영,0.12268912733871833,3
박찬우,충남,천안시,국회의원,20,1,남,con,56,정당인,42.84,True,-0.2074537461354693,,행정,0.1535046511929198,2
한태선,충남,천안시,국회의원,20,2,남,rev,51,정당인,42.84,False,-0.6569040718652818,서울대,경제,0.031143177553463963,2
이종설,충남,,국회의원,20,3,남,rev,57,,42.84,False,-1.573233552918781,,,0.0048613390368429,2
이명성,충남,천안시,국회의원,20,3,남,rem,71,,42.84,False,-3.677077409897294,,,0.003545384760298865,2
최민기,충남,천안시,국회의원,20,1,남,con,50,,42.84,False,-0.9079636995582112,,행정,0.2827244164865502,2
박완주,충남,천안시,국회의원,20,2,남,rev,49,,42.84,True,0.08668897462869407,,,0.0822395909099865,2
정재택,충남,천안시,국회의원,20,3,남,rev,64,정당인,42.84,False,-1.7667724959078075,서울대,경영,0.002006822143458324,2
박성필,충남,천안시,국회의원,20,3,남,rev,46,,42.84,False,-3.324249018734089,연세대,,0.006091122816122862,2
이창수,충남,천안시,국회의원,20,1,남,con,53,,42.84,False,-0.8520976690499507,,,0.06048698921206305,2
양승조,충남,천안시,국회의원,20,2,남,rev,57,,42.84,True,-0.031790246802282165,,법,0.3692514388517042,2
정순평,충남,천안시,국회의원,20,3,남,rev,58,정당인,42.84,False,-1.3896650967233721,고려대,정치,0.004145067036589259,2
정진석,충남,공주시 부여군 청양군,,20,1,남,con,55,정당인,42.84,True,,고려대,정치,0.4551756927185182,1
박수현,충남,공주시 부여군 청양군,국회의원,20,2,남,rev,51,,42.84,False,,서울대,,0.5433453888192611,1
전홍기,충남,공주시 부여군 청양군,국회의원,20,3,남,rev,63,,42.84,False,,,,0.0014789184622206698,
김태흠,충남,보령시 서천군,국회의원,20,1,남,con,53,,42.84,True,,,행정,0.6011970511627935,1
나소열,충남,보령시 서천군,국회의원,20,2,남,rev,56,정당인,42.84,False,,,정치,0.08231341204482408,1
이기원,충남,보령시 서천군,국회의원,20,,남,rem,44,,42.84,False,,고려대,경제,0.31648953679238245,1
이명수,충남,아산시,국회의원,20,1,남,con,61,,42.84,True,0.16404311424529694,,,0.27774991277398914,1
이위종,충남,아산시,국회의원,20,2,남,rev,39,정당인,42.84,False,-0.23797188026240734,,,0.0616045478131728,1
이건영,충남,아산시,국회의원,20,1,남,con,54,,42.84,,-0.6914406744018105,,,0.07961682940374315,1
강훈식,,아산시,국회의원,20,2,남,rev,42,,42.84,True,-0.12183339014681248,,경영,,1
김광만,충남,아산시,국회의원,20,3,남,rev,59,정당인,42.84,False,-1.49723866304133,,,0.009662744990003936,1
성일종,충남,서산시 태안군,국회의원,20,1,남,con,53,,42.84,True,,,,0.8251709928281434,1
조한기,충남,서산시 태안군,국회의원,20,2,남,rev,49,정당인,42.84,False,,연세대,,0.14761397464926346,1
한상율,충남,서산시 태안군,국회의원,20,3,남,rem,62,,42.84,False,,서울대,,0.027215032522593018,1
이인제,충남,논산시 계룡시 금산군,국회의원,20,1,남,con,67,,42.84,False,,서울대,행정,0.3109445328632436,1
김종민,충남,논산시 계룡시 금산군,국회의원,20,2,남,rev,51,정당인,42.84,True,,서울대,,0.6886324202997149,1
이환식,충남,논산시 계룡시 금산군,국회의원,20,3,남,rev,57,정당인,42.84,,,,정치,0.00042304683704144224,1
김동완,충남,당진시,국회의원,20,1,남,con,57,,42.84,False,-0.4790122892881149,서울대,행정,0.7733003797932196,2
어기구,충남,당진시,국회의원,20,2,남,rev,53,정당인,42.84,True,-0.4096856551154183,,경제,0.214205032696716,2
송노섭,충남,당진시,국회의원,20,3,남,rev,52,정당인,42.84,False,-1.5230967653356844,,경영,0.0020832684289522475,2
고영석,충남,당진시,국회의원,20,3,남,,69,정당인,42.84,False,-3.9311699230376673,,행정,0.008558599288191826,2
전병창,충남,당진시,국회의원,20,3,남,rem,60,정당인,42.84,False,-4.972153603191704,,행정,0.0018527197929202378,2
홍문표,충남,홍성군 예산군,국회의원,20,1,남,con,68,,42.84,,,,,0.9522177364027092,1
강희권,충남,홍성군 예산군,국회의원,20,2,남,rev,47,,42.84,False,,,법,0.014614812536998303,1
,충남,홍성군 예산군,국회의원,20,,남,rev,59,정당인,42.84,False,,,,0.004870169504018171,1
양희권,충남,홍성군 예산군,국회의원,20,3,남,rem,60,,42.84,False,,고려대,,0.02829728155627403,1
전희재,전북,전주시,국회의원,20,1,남,con,65,정당인,42.84,False,-2.318028385721652,,행정,0.0008284141137387511,2
김윤덕,전북,전주시,국회의원,20,2,남,rev,49,,42.84,False,-0.3267934710636693,,,0.018372702511510127,2
김광수,전북,전주시,국회의원,20,3,남,rev,57,,42.84,True,-0.2911323346439335,,,0.11910343516468667,2
유종근,전북,전주시,국회의원,20,3,남,rem,72,,42.84,False,-2.9173379752724244,,경제,0.0033685044416454906,2
정운천,전북,전주시,국회의원,20,1,남,con,62,,42.84,True,-0.5232318763278888,고려대,경제,0.0401664172356303,2
최형재,전북,전주시,국회의원,20,2,남,rev,52,정당인,42.84,False,-0.5275478372033122,,행정,0.004028378351718156,2
장세환,전북,전주시,국회의원,20,3,남,rev,63,정당인,42.84,False,-1.228349524956554,,법,0.002354701913920928,2
성치두,전북,전주시,국회의원,20,3,남,rem,40,,42.84,False,-3.808501801383252,,정치,0.0014813636346697747,2
김성진,전북,전주시,국회의원,20,1,남,con,55,,42.84,False,-2.888889502166555,,경영,0.031036938152551888,2
김성주,전북,전주시,국회의원,20,2,,rev,52,,42.84,False,-0.13669090092184275,서울대,,0.5580697338253292,2
정동영,전북,전주시,국회의원,20,3,남,rev,62,,42.84,True,-0.10620184695610092,서울대,정치,0.2211894106545988,2
채용묵,전북,군산시,국회의원,20,1,남,con,55,,42.84,False,-2.421134263433164,,,0.0017353870820918393,2
,전북,군산시,국회의원,20,2,남,rev,50,,42.84,False,-0.6420421325403842,,정치,0.09955260913698576,2
김관영,전북,군산시,국회의원,20,3,남,rev,46,,42.84,True,-0.13022000827370975,서울대,행정,0.3029327473172165,2
조준호,전북,군산시,국회의원,20,3,남,rev,57,정당인,42.84,False,-3.295684997825616,,,0.5913123260378227,2
함운경,전북,군산시,국회의원,20,3,남,rem,52,,42.84,False,-2.7080913119164163,서울대,,0.004466930425883154,2
김영일,전북,익산시,국회의원,20,1,남,con,59,정당인,42.84,False,-2.259002163162028,,행정,0.014748353140752669,2
이춘석,,익산시,국회의원,20,2,남,rev,53,,42.84,True,-0.0330829602586032,,법,0.018520092707331418,2
이한수,전북,익산시,국회의원,20,3,남,rev,55,,42.84,False,-0.6191065268377296,,,0.0050119939551063536,2
전권희,전북,익산시,국회의원,20,3,남,rem,45,,42.84,False,-3.5234408145128264,고려대,경영,0.0005004595503170598,2
황세연,전북,익산시,국회의원,20,3,남,rem,62,,42.84,False,-3.9719102895672527,,,0.0020661956497253922,2
박종길,전북,익산시,국회의원,20,1,남,con,69,정당인,42.84,False,-2.3708325765341933,고려대,,0.0030477817936260736,2
한병도,전북,익산시,국회의원,20,2,,rev,48,정당인,42.84,False,-0.5652098362492516,,,0.043907502245812996,2
조배숙,전북,,국회의원,20,3,여,rev,59,정당인,42.84,True,-0.18645032760400998,서울대,법,0.04220564834073205,2
권태홍,전북,익산시,국회의원,20,3,남,rev,51,정당인,42.84,False,-3.01909058895413,,정치,0.00214256128092963,2
김지수,전북,익산시,국회의원,20,3,남,,40,,42.84,False,-4.102818615611864,,,0.8676199197171155,2
이석권,전북,익산시,국회의원,20,3,남,rem,51,,42.84,False,-3.919407119770153,,,0.00022949161855089018,2
하정열,전북,정읍시 고창군,국회의원,20,2,남,rev,64,,42.84,False,,,,0.02196468879454,2
유성엽,전북,정읍시 고창군,국회의원,20,3,남,rev,56,,42.84,True,,서울대,외교,0.925763979602256,2
김만균,전북,정읍시 고창군,국회의원,20,3,남,rem,59,,42.84,False,,,,0.0032602690737059533,2
이강수,전북,정읍시 고창군,국회의원,20,3,남,rem,64,,42.84,False,,,,0.049011062529498134,2
김용호,전북,남원시 임실군 순창군,국회의원,20,1,남,con,38,,42.84,False,,서울대,,0.034601009969460784,2
박희승,전북,남원시 임실군 순창군,국회의원,20,2,남,rev,52,정당인,42.84,False,,,법,0.001638330606291543,2
이용호,전북,남원시 임실군 순창군,국회의원,20,,남,rev,56,,42.84,True,,서울대,,0.022449206568659928,2
임종천,전북,남원시 임실군 순창군,국회의원,20,3,남,rev,47,정당인,42.84,False,,,경영,0.00020949079321377768,2
오은미,전북,남원시 임실군 순창군,국회의원,20,3,여,rem,50,,42.84,False,,,,0.0037336683819846742,2
오철기,전북,남원시 임실군 순창군,국회의원,20,3,남,rem,47,,42.84,False,,,행정,5.216249418415034e-05,2
강동원,전북,남원시 임실군 순창군,국회의원,20,3,남,rem,63,,42.84,False,,,정치,0.9370394816321592,2
방경채,전북,남원시 임실군 순창군,국회의원,20,3,남,rem,59,,42.84,False,,,법,0.0002766495540460631,2
김효성,전북,김제시 부안군,국회의원,20,1,남,con,67,,42.84,False,,,법,0.10474989702798557,2
김춘진,전북,김제시 부안군,국회의원,20,2,남,rev,63,,42.84,False,,,,0.3221947006679543,2
김종회,전북,김제시 부안군,국회의원,20,3,남,rev,50,정당인,42.84,True,,,,,2
강상구,전북,,국회의원,20,3,남,rev,44,정당인,42.84,False,,서울대,법,0.23787509625824635,2
신재봉,전북,완주군 진안군 무주군 장수군,국회의원,20,1,남,con,63,,42.84,False,,,,0.07010542832416088,2
안호영,전북,완주군 진안군 무주군 장수군,국회의원,20,2,남,rev,50,,42.84,True,,,법,0.4845826736516956,2
임정엽,전북,완주군 진안군 무주군 장수군,국회의원,20,3,남,rev,56,,42.84,False,,,법,0.3628586936438672,2
민경선,전북,완주군 진안군 무주군 장수군,국회의원,20,3,남,rem,70,,42.84,False,,,,0.08245320438027648,2
박석만,전남,목포시,국회의원,20,1,남,con,50,정당인,42.84,False,-2.6700452878552188,,행정,0.0005869936376726219,2
조상기,전남,목포시,국회의원,20,2,남,rev,66,,42.84,False,-1.3823488327443019,서울대,,0.008142371907059003,2
박지원,전남,목포시,국회의원,20,3,남,,73,,42.84,True,0.2333437854697477,,,0.7631822314391499,2
문보현,전남,목포시,국회의원,20,3,남,rev,50,정당인,42.84,False,,,법,0.0013047383382241964,2
김환석,전남,목포시,국회의원,20,3,남,rem,38,,42.84,False,-4.072304205803883,,,0.0009969773210578897,2
,전남,목포시,국회의원,20,3,남,rem,54,,42.84,False,-5.04559250529851,,,0.00039250005294639233,2
유선호,전남,목포시,국회의원,20,3,남,rem,62,,42.84,False,,서울대,법,0.2249835482019621,2
김한창,전남,목포시,국회의원,20,3,남,rem,43,,42.84,False,-4.974742186721672,고려대,행정,0.000410639101927972,2
신정일,전남,여수시,국회의원,20,1,남,con,50,,42.84,False,-3.006388526598346,,,0.0022567158861629398,2
송대수,전남,여수시,국회의원,20,2,남,rev,60,정당인,42.84,,-0.6617592102879826,,,0.0009811874324727869,2
이용주,전남,여수시,국회의원,20,3,남,rev,47,,42.84,True,-0.2654545298941234,서울대,법,0.4427063255024564,2
김영규,전남,여수시,국회의원,20,3,남,rem,59,,42.84,,-1.734056345596008,,경영,0.01891399420187716,2
이광진,전남,여수시,국회의원,20,3,남,rem,50,,42.84,False,-4.0704973427381335,,,0.005943100145519332,2
김성훈,전남,여수시,국회의원,20,1,남,con,51,정당인,42.84,False,-3.1390095859616114,,,0.38761510062054616,2
백무현,전남,여수시,국회의원,20,2,,rev,51,정당인,42.84,False,-0.5566710692865264,,,0.015462943032381844,2
,전남,여수시,국회의원,20,3,남,rev,63,,42.84,True,-0.003232431941341286,,,0.117563742471028,2
황필환,전남,여수시,국회의원,20,3,남,rev,,정당인,42.84,False,-3.7112031564121346,,,0.0004974254083658303,2
김상일,전남,여수시,국회의원,20,3,남,rem,53,정당인,42.84,False,-2.7335397910383654,,,,2
이정현,전남,순천시,국회의원,20,1,남,con,57,,42.84,True,-0.2358511677291637,,,0.9662354268584744,2
노관규,전남,순천시,,20,2,남,rev,55,,42.84,False,-0.4598870860781932,,경영,0.011014872129775434,2
구희승,전남,순천시,국회의원,20,3,남,rev,53,,42.84,False,-2.0182862329581885,서울대,경제,0.001570029102218686,2
최용준,전남,순천시,국회의원,20,3,남,rev,54,정당인,42.84,False,-5.231519376102445,,경영,0.014561412656445968,2
정오균,전남,순천시,국회의원,20,3,남,rem,39,정당인,42.84,False,-4.135678773799669,,,0.00014069734208005394,
박상욱,전남,순천시,국회의원,20,3,남,rem,51,,42.84,False,-3.707005356928778,,,0.006477561911005524,2
김종우,전남,나주시 화순군,국회의원,20,,남,con,58,정당인,42.84,False,,,,0.14739144537809412,2
신정훈,전남,나주시 화순군,국회의원,20,2,남,rev,51,,42.84,False,,고려대,,0.18743597229921088,2
손금주,전남,나주시 화순군,국회의원,20,3,남,rev,,,42.84,True,,서울대,법,0.6651725823226949,2
이승안,전남,광양시 곡성군 구 례군,국회의원,20,1,남,con,62,,42.84,False,,,,0.0023997167769771103,2
우윤근,전남,광양시 곡성군 구 례군,국회의원,20,2,남,rev,58,,42.84,False,,,법,0.4105465681270431,2
정인화,전남,광양시 곡성군 구 례군,국회의원,20,3,남,rev,58,정당인,42.84,True,,,,0.0543601090912219,2
유현주,전남,광양시 곡성군 구 례군,국회의원,20,3,여,rem,45,정당인,42.84,False,,,,0.330461182252736,2
박형모,전남,광양시 곡성군 구 례군,국회의원,20,3,,rem,48,,42.84,False,,,경영,0.0010379520945701015,2
최유성,전남,광양시 곡성군 구 례군,국회의원,20,3,남,,51,,42.84,False,,,경제,0.19765751335518889,2
장대범,전남,광양시 곡성군 구 례군,국회의원,20,3,남,rem,38,,42.84,False,,,,0.0035369583022629336,2
조성학,전남,담양군 함평군 영광군 장성군,국회의원,20,1,,con,53,정당인,42.84,False,,,경영,0.0006497350333734431,2
이개호,전남,담양군 함평군 영광군 장성군,국회의원,20,2,남,rev,56,,42.84,True,,,경영,0.06429832523312197,2
강형욱,전남,담양군 함평군 영광군 장성군,국회의원,20,3,남,rev,61,,42.84,False,,,,0.9334543554055034,2
김천식,전남,담양군 함평군 영광군 장성군,,20,3,남,rem,74,,42.84,False,,,법,0.001597584328001244,2
장귀석,전남,고흥군 보성군 장흥군 강진군,국회의원,20,1,남,con,62,,42.84,False,,,법,0.010651051457671788,2
신문식,전남,고흥군 보성군 장흥군 강진군,국회의원,20,2,남,rev,61,,42.84,False,,,행정,0.11732334956585005,2
황주홍,전남,고흥군 보성군 장흥군 강진군,국회의원,20,3,남,rev,64,,42.84,True,,,정치,0.8643683398463659,2
위두환,전남,고흥군 보성군 장흥군 강진군,국회의원,20,3,남,rem,50,,42.84,False,,,,0.007657259130112267,2
명욱재,전남,해남군 완도군 진도군,국회의원,20,1,남,con,70,정당인,42.84,False,,,,,2
김영록,전남,해남군 완도군 진도군,국회의원,20,2,남,rev,61,,42.84,False,,,행정,0.7916227962927603,2
윤영일,전남,해남군 완도군 진도군,국회의원,20,3,남,rev,58,,42.84,True,,,행정,0.19444843758483668,2
이정확,전남,해남군 완도군 진도군,국회의원,20,3,남,rem,47,,42.84,False,,,,0.00984284541322938,2
주영순,전남,영암군 무안군 신안군,국회의원,20,1,남,con,70,,42.84,False,,,,0.007223335317823912,2
서삼석,전남,영암군 무안군 신안군,국회의원,20,2,남,rev,56,정당인,,False,,,,0.07225292411700611,2
,전남,,국회의원,20,3,남,rev,69,정당인,42.84,True,,,정치,0.90186513157435,2
장문규,전남,영암군 무안군 신안군,국회의원,20,3,남,rev,48,,42.84,False,,,경영,0.004747877571439099,2
박광순,전남,영암군 무안군 신안군,국회의원,20,3,남,rem,38,,42.84,False,,,,0.01391073141938087,2
김정재,경북,포항시 북구,국회의원,20,1,여,con,50,정당인,42.84,True,-0.2880712050447767,,정치,0.6027225293800085,1
오중기,경북,포항시 북구,국회의원,20,,남,rev,48,정당인,42.84,False,-1.9411452497579076,,,0.20398116333869432,1
박창호,경북,포항시 북구,국회의원,20,3,남,rev,49,정당인,42.84,False,-2.948443796688572,,,0.06132449216165797,1
박승호,경북,포항시 북구,국회의원,20,3,남,rem,58,,42.84,False,-0.4746450725531928,,,0.13197181511963926,1
박명재,경북,포항시 남구 울릉군,국회의원,20,1,남,con,68,,42.84,True,,연세대,행정,0.9190533530392554,1
박승억,경북,포항시 남구 울릉군,국회의원,20,3,남,rem,46,,42.84,False,,,,0.039316045529712886,1
임영숙,경북,포항시 남구 울릉군,국회의원,20,3,여,rem,52,,42.84,False,,,,0.04163060143103177,1
김석기,경북,경주시,국회의원,20,1,남,con,61,정당인,42.84,True,-0.2302000953454579,,행정,0.7754940427927612,1
이상덕,경북,경주시,국회의원,,2,남,rev,50,정당인,42.84,False,-2.3984519107197846,,법,0.07323059009560355,1
정종복,경북,경주시,국회의원,20,3,남,rem,65,,42.84,False,-0.8385679349001811,서울대,행정,0.06728268263857352,1
권영국,경북,경주시,국회의원,20,3,남,rem,52,,42.84,False,-1.6841910834319231,서울대,,0.08399268447306185,1
이철우,경북,김천시,국회의원,20,1,남,con,60,,42.84,True,0.4743019421036291,연세대,행정,0.9952295279214955,1
박판수,경북,김천시,국회의원,20,3,남,rem,63,,42.84,False,-0.6506854146735456,,,0.004770472078504392,1
김광림,경북,안동시,국회의원,20,1,남,con,67,,42.84,True,0.7185766393007851,,행정,0.8510392497613389,1
이성노,경북,안동시,국회의원,20,2,,rev,56,,42.84,False,-1.6801790089873112,,정치,0.026971436726569008,1
박인우,경북,안동시,국회의원,20,3,남,rev,54,정당인,42.84,False,-1.7368221403242317,,,0.12198931351209195,1
백승주,경북,구미시,국회의원,20,1,남,con,,,42.84,True,0.3761912843735237,,정치,0.7096927449293691,1
,경북,구미시,국회의원,20,3,여,rem,34,,42.84,False,-0.5549405677621728,,,0.01876015514261293,1
장석춘,경북,구미시,국회의원,20,1,남,con,58,정당인,42.84,True,-0.04319210184964088,,,0.02919505947131985,1
김태환,경북,구미시,국회의원,20,3,남,rem,72,,42.84,False,-0.22162207363021832,연세대,정치,0.242352040456698,1
최교일,경북,영주시 문경시 예천군,국회의원,20,1,남,con,54,,42.84,True,,고려대,법,0.8556001301895657,1
엄재정,경북,영주시 문경시 예천군,국회의원,20,2,남,rev,59,,42.84,False,,,,0.0016557902001762591,1
김수철,경북,영주시 문경시 예천군,국회의원,20,3,남,rem,67,,42.84,False,,,정치,0.14274407961025798,1
이만희,경북,영천시 청도군,국회의원,20,1,남,con,52,정당인,42.84,True,,,행정,0.9907219662455488,1
최기문,경북,영천시 청도군,국회의원,20,3,남,rem,63,,,False,,,행정,0.009278033754451095,1
김종태,경북,상주시 군 위군 의성군 청송군,국회의원,20,1,남,con,67,,42.84,True,,,행정,0.8672922343974186,1
김영태,경북,상주시 군 위군 의성군 청송군,국회의원,20,2,남,rev,51,정당인,42.84,False,,,,0.13270776560258132,1
최경환,경북,경산시,국회의원,20,1,남,con,61,,42.84,True,0.7350186624052193,,경제,0.9916853862104882,1
,경북,경산시,국회의원,20,3,여,rev,36,정당인,42.84,False,-0.8720568511810801,,,0.008314613789511737,1
강석호,경북,영양군 영덕군 봉화군 울진군,국회의원,20,1,남,con,60,,42.84,True,,,,0.8517463359270923,1
이귀영,경북,영양군 영덕군 봉화군 울진군,국회의원,20,3,남,rem,52,,42.84,False,,,,0.022069408515361842,1
홍성태,경북,영양군 영덕군 봉화군 울진군,국회의원,20,3,남,rem,59,,42.84,False,,고려대,행정,0.12618425555754587,1
이완영,경북,고령군 성주군 칠곡군,국회의원,20,1,남,,58,,42.84,True,,,행정,0.9906930916528709,1
,경북,고령군 성주군 칠곡군,국회의원,20,2,남,rev,42,정당인,42.84,False,,,경제,0.009306908347129012,1
박완수,경남,창원시 의창구,국회의원,20,1,남,con,60,정당인,42.84,True,0.22119849374548564,,행정,0.7697898977095486,
김기운,경남,창원시 의창구,국회의원,20,,남,rev,56,정당인,42.84,False,-0.41616956240109226,연세대,행정,0.13854815956476238,1
한경수,경남,창원시 의창구,국회의원,20,3,남,rem,51,,42.84,False,-3.54810031770571,,행정,0.09166194272568902,1
강기윤,,창원시 성산구,국회의원,20,1,남,con,55,,42.84,False,-0.4182648881816223,,행정,0.025332444557858,1
이재환,,창원시 성산구,국회의원,20,3,남,rev,35,정당인,42.84,False,-2.419463105711689,,법,0.12324998953180714,1
노회찬,경남,창원시 성산구,,20,3,남,rev,59,정당인,42.84,True,0.03317925515354282,고려대,정치,0.8514175659103349,1
이주영,경남,창원시 마산합포구,국회의원,20,1,남,con,64,,42.84,True,0.5795951985336174,서울대,법,0.6405540462174498,1
박남현,경남,창원시 마산합포구,국회의원,20,2,남,rev,40,정당인,42.84,False,-0.915220196794882,,행정,0.023680832419409898,1
이원희,경남,창원시 마산합포구,국회의원,20,3,남,rev,39,,42.84,False,-2.8366210593456445,,,0.33576512136314024,1
윤한홍,경남,창원시 마산회원구,국회의원,20,1,남,con,53,정당인,42.84,,-0.11240277626764524,,행정,0.5222186701178216,1
하귀남,경남,창원시 마산회원구,국회의원,20,2,남,rev,43,,42.84,False,-0.2777857867648125,고려대,법,0.45794430733449804,1
안성오,경남,창원시 마산회원구,국회의원,20,3,남,rev,46,,,False,-2.3863008778960197,,,0.019837022547680244,1
김성찬,경남,창원시 진해구,국회의원,20,1,남,con,61,,42.84,True,,,정치,0.7359551127170413,1
김종길,경남,창원시 진해구,국회의원,20,2,남,rev,49,,42.84,False,,고려대,경영,0.2418456376985837,1
최연길,경남,창원시 진해구,국회의원,20,3,남,rev,56,정당인,42.84,False,-1.4473376637904811,,경영,0.02219924958437501,1
박대출,경남,진주시,국회의원,20,1,남,con,55,,42.84,True,0.14532684594922554,연세대,행정,0.13467277792437662,1
정영훈,경남,진주시,국회의원,20,2,남,rev,47,,42.84,False,-0.6918643512256613,서울대,법,0.025485450772172874,1
이혁,경남,,국회의원,20,3,남,rem,,,42.84,False,-2.048006106130012,서울대,외교,0.371129604109572,1
김재경,경남,진주시,국회의원,20,1,남,con,54,,42.84,True,0.3397980414257635,,법,0.4650428019093552,1
서소연,경남,진주시,국회의원,20,2,여,rev,50,정당인,42.84,False,-1.0523913387072432,,행정,0.002706595325852227,1
강주열,경남,진주시,국회의원,20,3,남,rem,50,,42.84,False,-1.8406766094626692,,,0.0009627699586711617,1
여상규,경남,사천시 남해군 하동군,국회의원,20,1,남,con,67,,42.84,True,,서울대,법,0.9961890465758482,1
남명우,경남,사천시 남해군 하동군,국회의원,20,2,남,rev,63,,42.84,False,,,,0.0007739664098481416,1
차상돈,경남,사천시 남해군 하동군,국회의원,20,3,남,rem,58,,42.84,False,,,행정,0.003036987014303718,1
홍태용,경남,김해시,국회의원,20,1,남,con,51,,42.84,False,-0.4522166979360974,,,0.0021442874225001862,2
민홍철,,김해시,국회의원,20,2,남,rev,54,,42.84,True,0.20490694017518807,,법,0.007513543608292905,2
최두성,경남,김해시,국회의원,20,3,남,rem,26,,42.84,False,-3.831915211409893,,,0.0005183069843699644,2
최성근,경남,김해시,국회의원,20,3,남,rem,40,,42.84,False,-3.7224596033828696,,,0.0025527270287911547,2
이만기,,김해시,국회의원,20,1,남,con,52,,42.84,False,-0.6594820571712202,,,0.14457188110214358,2
김경수,경남,김해시,국회의원,20,2,남,rev,48,정당인,42.84,True,0.4812163997000367,서울대,,0.8337389032577847,2
이형우,경남,김해시,국회의원,20,3,남,rem,44,,42.84,False,-3.4141569194387316,,법,0.008960350596117585,2
엄용수,경남,밀양시 의령군 함안군 창녕군,국회의원,20,1,남,con,51,,42.84,True,,연세대,경영,0.7193971973531241,1
우일식,경남,밀양시 의령군 함안군 창녕군,국회의원,20,3,남,rev,44,정당인,42.84,False,,,행정,0.0042341667179215964,1
김충근,경남,밀양시 의령군 함안군 창녕군,국회의원,20,3,남,rem,65,,42.84,False,,고려대,정치,0.004509140607241596,1
,경남,밀양시 의령군 함안군 창녕군,국회의원,20,3,남,rem,60,,42.84,False,,,법,0.0022107924850745947,1
조해진,경남,밀양시 의령군 함안군 창녕군,국회의원,20,3,남,rem,52,,42.84,False,,서울대,법,0.2696487028366383,1
김한표,경남,거제시,국회의원,20,1,남,con,61,,42.84,True,-0.26263144174120034,,행정,0.4468057929669724,1
변광용,경남,거제시,국회의원,20,2,남,rev,50,정당인,42.84,False,-0.29144383237367266,연세대,행정,0.1961959613353048,1
김종혁,경남,거제시,국회의원,20,3,남,rem,34,,42.84,False,-2.9555398499377943,,,0.334429163358779,1
이길종,경남,거제시,국회의원,20,3,남,rem,56,,42.84,False,-2.558234295119234,,,0.022569082338943974,1
윤영석,,양산시,국회의원,20,1,남,con,51,,42.84,True,-0.16842941219921487,,,0.31890387821387617,1
송인배,경남,양산시,국회의원,20,2,남,rev,47,정당인,42.84,False,-0.36115336621503147,,,0.5348323416002262,1
홍순경,경남,양산시,국회의원,20,3,남,rev,46,정당인,42.84,False,-2.0130702976034165,,행정,0.011290683890028942,1
이장권,경남,양산시,국회의원,20,1,,con,54,,42.84,False,-0.4953189926696002,,,0.0114043572518284,
서형수,경남,양산시,국회의원,20,2,남,rev,59,,42.84,True,-0.4165972694015576,서울대,법,0.06909818841329228,1
우민지,경남,양산시,국회의원,20,3,여,rem,25,,42.84,False,-2.9646222990598186,,,0.02270499343271849,1
황윤영,경남,양산시,국회의원,20,3,남,rem,53,,42.84,False,-2.8838097579634714,,경영,0.0056694043158866895,1
박인,경남,양산시,국회의원,20,3,남,rem,55,,42.84,False,-2.1197383914277235,연세대,행정,0.026096152882142714,1
강석진,경남,산청군 함양군 거창군 합천군,국회의원,20,1,남,con,,정당인,42.84,True,,연세대,행정,0.13885473409583968,1
권문상,경남,산청군 함양군 거창군 합천군,국회의원,20,2,남,rev,51,,42.84,False,,,법,0.005926913870213261,1
윤석준,경남,산청군 함양군 거창군 합천군,국회의원,20,3,남,rev,54,,42.84,False,,,법,0.12040206697089993,1
김홍업,경남,산청군 함양군 거창군 합천군,국회의원,20,3,남,rem,54,,42.84,False,,,,0.7348162850630471,1
홍사덕,서울,종로구,국회의원,19,1,남,con,69,,29.56,False,-0.19071937217825244,서울대,외교,0.004447863096188934,3
정세균,서울,종로구,국회의원,19,2,남,rev,61,,29.56,True,0.06134225440887407,,경영,0.3735829706120996,3
김준수,서울,종로구,,19,3,남,rem,51,정당인,29.56,False,-6.2696407977409505,,,0.6015302673790531,3
홍성훈,서울,종로구,국회의원,19,3,남,rem,67,,29.56,False,-6.123632015660522,,법,0.018204917994678774,3
정재복,서울,종로구,국회의원,19,3,남,rem,65,,29.56,False,-7.081622077173474,,,0.0007863411960481238,3
최백순,서울,종로구,국회의원,19,3,남,rev,45,정당인,29.56,False,-4.761115885120093,,경제,1.881824397826656e-05,3
류승구,서울,종로구,,19,3,남,rem,50,,29.56,False,-5.957051397833903,,,0.0012571889152596008,3
서맹종,서울,종로구,국회의원,19,3,남,rem,60,,29.56,False,-6.146539655011241,,행정,0.0001716325626936425,3
