성명,선거구일,선거구이,여당평가,당선여부,득표수,학력,과목,경력지역,인지도,지역구분
전종덕,전남,화순군,51.225,False,-0.8264729348862763,,,True,0.010148182930524885,2
김성구,전남,화순군,51.225,,-1.1985483876293022,,행정,False,0.3850763640754518,2
민병흥,전남,화순군,51.225,True,,,,False,0.005890865395033116,2
,전남,화순군,51.225,False,-1.861791989218461,,,False,0.3271290436716118,2
이형수,전남,화순군,51.225,False,-1.6551652870729867,,경영,False,0.03680446727472097,2
주승현,,화순군,51.225,False,-1.1950307616015017,,법,False,0.21995780153626854,2
이충식,전남,장흥군,51.225,True,,,,False,0.0030215491289721477,2
박형기,전남,장흥군,51.225,False,-1.2109401959145445,,행정,True,0.022140972366418463,2
문경렬,전남,장흥군,51.225,False,-0.5630186103023679,,,False,6.8189141710348324e-06,2
김광준,전남,장흥군,51.225,True,,,,False,0.01900644262012664,2
정우태,전남,장흥군,51.225,False,-0.7737184920936618,,,False,0.000947676852805008,
김원봉,전남,장흥군,51.225,False,-1.2432642163374599,,행정,False,0.9548765401175068,2
곽영체,전남,강진군,51.225,True,,,,False,0.0007322870636742656,2
,전남,강진군,51.225,False,-0.9883706210547658,,,False,0.00015180776577985284,2
윤도현,전남,강진군,51.225,True,,,,False,0.8116999492750011,2
김용호,전남,강진군,51.225,False,-0.4592821104355606,,,False,0.1874159558955448,2
이철,전남,완도군,51.225,False,,,,False,0.4023534790758726,2
이주열,전남,완도군,51.225,False,,,,False,0.5468566603786562,
박현호,전남,완도군,51.225,True,-0.3854830925255588,,행정,False,0.05078986054547118,2
김효남,전남,해남군,51.225,True,,,경영,False,0.04445408808375344,2
오영택,전남,해남군,51.225,False,-0.5795142664705529,,,False,0.9555459119162464,2
김연일,전남,영암군,51.225,True,,,,False,0.35606771010547755,2
최국진,전남,영암군,51.225,False,-2.613880161297089,,,True,0.21408077570111256,2
이보라미,전남,영암군,51.225,False,-0.5174853208699598,,,False,0.4298515141934099,2
이승훈,전남,무안군,51.225,False,,,정치,True,0.9971823780644145,2
양영복,전남,무안군,51.225,True,-0.00670472428726087,,,False,5.156128416135881e-05,
배용수,전남,무안군,51.225,False,-2.66151874539044,,,True,0.0004240787313036802,2
정영덕,전남,무안군,51.225,True,,,,False,0.0011803012567043502,2
양현주,전남,무안군,51.225,False,-1.8448684081865157,,,False,0.00048081686306036884,2
윤성근,전남,무안군,51.225,False,-1.6082765014418339,,행정,False,0.0006808638003559196,2
이장석,전남,영광군,51.225,True,,,,False,0.8259820192907766,2
박찬수,전남,영광군,51.225,False,-0.2017124225081488,,,False,0.17401798070922336,2
임흥빈,전남,신안군,51.225,True,,,행정,False,0.005988966936812734,2
김종삼,전남,,51.225,False,-1.5874808661565871,,행정,False,0.030054438129797557,2
전충인,전남,신안군,51.225,False,-3.0178683723730644,,경영,False,,2
김일중,전남,신안군,51.225,False,-0.7604854581546171,,,False,0.9601637598891452,2
정연선,전남,신안군,51.225,True,,,,True,0.003436543490479966,2
황두남,전남,신안군,51.225,False,-0.5091551952859453,,경영,False,0.0003562915537646053,2
김희수,경북,포항시 북구,51.225,True,0.5401669470989336,,행정,False,0.9995705581373576,1
백남도,경북,포항시 북구,51.225,False,-0.6776654973713538,고려대,,False,0.00042944186264228657,1
김종영,경북,포항시 남구,51.225,True,0.7338085196055198,,정치,False,0.9994647078651064,1
채옥주,경북,포항시 남구,51.225,False,-0.8732201242217688,,,True,0.0005352921348935364,1
이용진,경북,울릉군,51.225,False,-0.4762991021165996,,,False,0.999123321778568,1
남진복,경북,울릉군,51.225,True,0.3840400781135213,,행정,True,0.000876678221432045,1
배진석,경북,경주시,51.225,True,0.5742204691386378,고려대,정치,False,0.026676638360880963,1
정한진,,경주시,51.225,False,-0.7132205398255045,,정치,False,0.009248341966245886,1
최병준,경북,경주시,51.225,True,0.9227672010200484,,,False,0.07402497515214086,1
최병두,경북,경주시,51.225,False,-1.1164498927342317,,,False,0.03869603757930351,1
이동호,경북,경주시,51.225,True,0.2669210140258641,,,True,0.6238773741131007,1
이달,경북,경주시,51.225,False,,,행정,False,0.227476632828328,1
나기보,경북,김천시,51.225,,0.5391719954442363,,,False,0.07661793725611911,1
백영학,경북,김천시,51.225,False,-0.7010036254437141,연세대,행정,False,0.0030726036196205785,1
김응규,경북,김천시,51.225,True,-0.05602521787977918,,,False,0.6156954733170134,1
박판수,경북,김천시,51.225,False,-0.16124675156630786,,,False,0.30461398580724713,1
장대진,경북,안동시,51.225,True,0.38446577161905376,,행정,True,0.08563824117920846,1
김수동,경북,안동시,51.225,False,-0.5514057270267845,,,False,0.1165290501366131,1
김명호,경북,안동시,51.225,True,0.7891281557543217,,정치,False,0.34529730306735124,1
홍광중,경북,안동시,51.225,False,-0.9532734329571818,,,False,8.269357747466877e-06,1
이영식,경북,안동시,51.225,True,1.1617422955551058,,법,,0.4478799366972856,1
조한웅,경북,안동시,51.225,False,,,,False,0.004647199561794182,1
이태식,경북,구미시,51.225,True,-0.09903970106171603,,,True,0.004221725113940989,1
이정대,경북,구미시,51.225,False,-1.7783555688345547,,행정,False,0.0015957807024036873,1
신수식,경북,구미시,51.225,False,-2.9784294431370406,,행정,False,1.958367966395809e-05,1
박태환,경북,구미시,51.225,False,-0.8310684157283813,고려대,,False,0.9780756546456966,1
윤창욱,,구미시,51.225,True,,,행정,True,0.00019715161548185503,1
심규인,경북,구미시,51.225,False,-1.7239342522480754,,,False,,1
석영일,경북,구미시,51.225,False,-1.3862943611198906,,,False,5.903078700246678e-06,1
구자근,경북,구미시,51.225,True,1.1527616850386293,,법,False,0.0032897350663719737,1
김혜란,경북,구미시,51.225,False,-1.3230291893865858,,,False,0.012586546783353659,1
김종천,경북,영주시,51.225,False,-0.7124366803326794,,,False,0.2227646678125125,1
,경북,영주시,51.225,True,-0.13168668879118828,,경영,False,,1
김윤해,경북,영주시,51.225,False,-3.297756442963116,,행정,False,0.00025598579834567746,1
권오현,경북,영주시,51.225,False,,,,True,0.7615558708731592,
임무석,,영주시,51.225,False,-0.22255875597590646,,행정,False,0.0017313999206048012,1
박성만,경북,영주시,51.225,True,0.11064264078424314,,,True,0.007861716764419128,1
김수용,경북,영천시,51.225,True,0.19620350126013772,,행정,False,0.9558799696746846,1
박영환,경북,영천시,51.225,False,-0.302075832582011,,경영,False,0.04412003032531548,1
이운식,경북,상주시,51.225,True,0.9607663178657948,고려대,경영,,0.051611651192810665,1
이동영,경북,상주시,51.225,False,-1.2849749081018793,,,False,0.9483883488071894,1
박영서,경북,문경시,51.225,True,-0.3297640778540649,,,False,0.3655766341699622,1
김경범,경북,문경시,51.225,False,-1.1075927775460004,,,False,0.1864877387319236,1
탁대학,경북,문경시,51.225,False,-0.8708888055424994,,,False,0.02164618552141749,1
고우현,경북,문경시,51.225,True,0.14087434273248295,,,False,0.030606864226318937,1
정종복,경북,문경시,51.225,False,-1.8770621526138889,,경제,False,0.39434509437042,1
채희영,경북,문경시,51.225,False,-0.8402822642221189,,행정,,0.0013374829799577149,1
도기욱,경북,예천군,51.225,True,0.000770514998953111,,정치,True,0.01633203127568786,1
김영규,경북,예천군,51.225,False,-0.09124084856924958,,경영,False,0.793983784001869,1
안희영,경북,예천군,51.225,True,1.2121408402191385,,,False,0.057248636098982036,1
박경우,경북,예천군,51.225,,-1.455287232606842,,행정,False,0.13243554862346113,1
윤성규,경북,경산시,51.225,True,0.4316126195210933,,행정,False,0.0065789423554772535,1
박상오,경북,경산시,51.225,False,-2.3141438274269337,,법,True,0.011237237188678785,1
서원열,경북,경산시,51.225,False,-0.9385601673573214,,경영,True,5.722278296810324e-06,1
배한철,경북,경산시,51.225,True,0.2400549405264725,,,False,0.002488422084137473,1
박임택,,경산시,51.225,False,-2.1479538838360117,,행정,False,5.96113899866568e-06,1
김찬진,경북,경산시,51.225,False,-0.7904229061468008,,정치,False,0.009073059119113012,1
조현일,경북,경산시,51.225,True,0.52188739667363,,경영,False,0.034567296635131466,1
오동환,경북,경산시,51.225,False,-2.2556588622626763,,,False,0.026044500187446685,1
조성규,경북,경산시,51.225,False,-2.918346517140438,,정치,False,0.8328533143574385,1
박형근,경북,경산시,51.225,False,-1.3609511404978945,,,False,0.06434400519432731,1
오세혁,경북,경산시,51.225,True,0.5960069002799352,,경영,False,0.012797057178608743,1
한태락,경북,경산시,51.225,False,-1.060945287908027,,,False,,1
정상구,경북,청도군,51.225,True,0.12454293981760538,,행정,False,0.8128568976634948,1
이광동,경북,청도군,51.225,False,-0.2416969592099576,,,True,0.18714310233650525,1
박정현,경북,고령군,51.225,True,0.3497060906687356,,행정,True,0.9999823965428842,1
나종택,경북,고령군,51.225,False,-0.4959745105691325,,,False,1.7603457115707768e-05,1
곽경호,경북,칠곡군,51.225,True,0.5460250033638987,,,False,0.0015770021171870748,1
이길석,경북,칠곡군,51.225,False,-1.33996915895172,,경영,False,7.372856492485088e-06,1
이종한,경북,칠곡군,51.225,False,-1.9058606845290285,,행정,True,0.006976533199885027,1
김창규,경북,칠곡군,51.225,True,,,행정,False,0.012658323984422164,1
김희원,경북,칠곡군,51.225,False,-0.4152531144743272,,,False,0.9787807678420132,1
홍진규,경북,군위군,,True,0.09041129526684816,,,False,0.1206397285624903,1
박종기,,군위군,51.225,False,-0.22454047830249946,,행정,False,0.8793602714375097,1
최태림,경북,의성군,51.225,True,0.13981740423380076,,,False,0.3157839692058531,1
김만용,경북,,51.225,False,-0.2533420484407226,,행정,False,0.2580243346209223,1
김수문,경북,의성군,51.225,True,0.1988448779018063,,,False,0.42603998585996417,1
우홍렬,경북,의성군,51.225,,-0.3620521596850543,,행정,False,0.00015171031326043118,1
김영기,경북,청송군,51.225,False,-0.24540778547507616,,,False,0.979965249732475,1
윤종도,경북,청송군,51.225,,0.11995227566884124,,행정,False,0.020034750267525072,1
황재철,경북,영덕군,51.225,True,0.5052713204564355,연세대,행정,False,0.2691607867014916,1
권오섭,경북,영덕군,51.225,False,-0.6460885256226024,연세대,,False,0.7308392132985083,1
권영만,경북,봉화군,51.225,,-0.15604577630733724,,,False,0.35868592917029946,1
박현국,경북,봉화군,51.225,True,0.04617390870127961,,경영,False,0.6413140708297006,1
장용훈,경북,울진군,51.225,True,0.6623857559983473,,,False,0.8428957591268452,1
남용대,경북,울진군,51.225,False,-0.8370527642239604,,,False,0.15710424087315472,1
남재경,서울,종로구,47.25,True,,,경영,True,0.006159356314743418,3
강지원,서울,,47.25,False,1.880552329352996,,행정,False,0.2043413553924251,3
,서울,종로구,47.25,False,-4.3437513078354355,,,False,0.005170427306896055,3
김양희,서울,종로구,47.25,False,-1.494573354400628,,,True,0.04247591836449818,3
김권,서울,종로구,47.25,False,,,경영,False,0.7076171734929723,3
오필근,서울,종로구,47.25,,4.595119850134589,,법,False,6.325288924581778e-05,3
이석재,서울,종로구,47.25,False,-2.556782237044581,,법,,0.034172516239218985,3
임용혁,서울,중구,47.25,False,,,행정,,,2
최강선,서울,중구,47.25,True,,,경영,False,0.029715329312689838,2
이래원,서울,중구,47.25,False,-3.2677734754675742,,,False,0.11599469606894157,2
박영한,서울,중구,47.25,False,-1.5935198344697432,,,False,0.3383576881264654,2
류재택,서울,중구,47.25,False,,,정치,False,0.004476435237891062,2
김연선,서울,중구,47.25,True,4.595119850134589,,,False,0.4774289214517362,2
김제리,서울,용산구,47.25,True,,연세대,행정,False,0.06792144709794491,1
전충일,서울,용산구,47.25,False,3.210800410862655,,,False,0.0012925890152968474,1
,서울,용산구,47.25,False,-2.0867103219738827,,행정,True,0.00011157912707417561,1
이종필,서울,용산구,47.25,True,,,,True,0.930126492167454,1
문광덕,서울,용산구,47.25,False,4.853893446471356,,,False,0.0003413300091518115,1
구교광,서울,용산구,47.25,False,-1.8072200723344327,,,False,0.00020656258307816787,1
이주수,서울,성동구,47.25,False,,고려대,정치,True,0.002232959984436157,2
곽재웅,서울,성동구,47.25,True,4.595119850134589,,,False,0.020750138827610173,2
이상묵,서울,성동구,47.25,True,,,정치,False,,2
정지권,서울,성동구,47.25,False,2.9298579930229485,,행정,False,0.03841524252192249,2
박영천,서울,성동구,47.25,False,-1.1881388150343968,,,False,0.0033695470397920478,2
전종국,서울,성동구,47.25,False,,,경영,False,0.08776490265358941,2
김희전,서울,성동구,47.25,,4.595119850134589,,행정,False,0.3539893595058851,2
송영오,서울,성동구,47.25,False,,,정치,False,0.0062602920898949714,2
박양숙,서울,성동구,47.25,True,,고려대,법,False,0.11763221432327915,2
김기만,서울,,47.25,True,,,경영,False,0.1270696333124232,2
이재홍,서울,광진구,47.25,False,0.31999273373080234,,경영,True,0.6727451205592818,2
손준용,서울,광진구,47.25,False,,,경영,False,0.0020511444568222853,2
문종철,서울,광진구,47.25,True,4.595119850134589,,행정,False,0.011132955942251223,2
김찬경,서울,광진구,47.25,False,,,행정,False,0.13064761066024405,
김선갑,서울,광진구,47.25,True,4.595119850134589,,,False,0.04384375869694647,2
정관훈,서울,광진구,47.25,False,,고려대,경영,True,0.0051792735757586325,2
박래학,서울,광진구,47.25,True,4.595119850134589,,경영,True,0.00733050279627215,2
최병조,서울,동대문구,47.25,False,,,,True,0.0023534383293468226,2
전철수,서울,동대문구,47.25,True,4.595119850134589,,,False,0.0077617943956740905,2
백금산,서울,동대문구,47.25,True,,,행정,False,0.016246934325383575,2
서성민,서울,동대문구,47.25,False,-1.5792635676633169,,,False,0.7227003649538027,2
고정균,서울,동대문구,47.25,False,-0.2053081226535876,고려대,,True,0.00031672887829169654,2
남기만,서울,동대문구,47.25,False,,,,False,0.001235794702450478,2
김인호,서울,동대문구,47.25,True,4.595119850134589,고려대,법,False,0.24322248007016636,2
신재학,서울,동대문구,47.25,False,,,,False,,2
인택환,서울,동대문구,47.25,True,4.595119850134589,고려대,법,False,0.00026714332435488373,2
최윤준,서울,중랑구,47.25,False,,,,False,0.09101362641135684,3
성백진,서울,중랑구,47.25,True,4.595119850134589,,,False,0.2545540389551758,3
윤기성,서울,중랑구,47.25,False,-1.4749637196233965,,,True,0.09967349768183824,3
유창균,서울,중랑구,47.25,False,,,경영,False,0.051985733811569165,3
공석호,서울,중랑구,,True,4.595119850134589,,경영,False,0.0011036149528965528,3
황승철,서울,중랑구,47.25,,,,행정,False,,3
,서울,중랑구,47.25,True,4.595119850134589,고려대,행정,False,0.024566177273410317,3
오종관,서울,중랑구,47.25,False,,,,False,0.001022707844772254,3
윤명화,서울,중랑구,47.25,True,4.595119850134589,,,False,0.02206206949262814,3
김철환,서울,중랑구,47.25,False,-0.3364901338730905,연세대,정치,True,0.451654393863741,3
나주형,서울,성북구,47.25,False,,고려대,,False,9.606369697821609e-06,2
임형균,서울,성북구,47.25,True,4.595119850134589,,행정,False,0.0004274120024350279,2
천상영,서울,성북구,47.25,False,,연세대,경제,False,1.680398055250856e-05,2
김문수,서울,성북구,47.25,True,4.595119850134589,고려대,정치,False,0.7246593968500892,2
박경원,서울,성북구,47.25,False,-1.195751835197988,,,False,0.014446057395749444,2
이대일,,성북구,47.25,False,-0.8568291645762119,,,True,0.009938606439096746,2
안훈식,서울,성북구,47.25,False,,,,True,,
이미성,서울,성북구,47.25,True,4.595119850134589,,,False,0.001411597495099045,2
조덕섭,서울,성북구,47.25,False,-1.085616531795895,,경제,False,1.2139576934242473e-05,2
강성희,서울,성북구,47.25,False,-2.185678251207789,,,True,0.00445308900550522,2
최계락,서울,성북구,47.25,False,,고려대,행정,True,0.0001807768179886285,2
이경애,서울,성북구,47.25,True,4.595119850134589,,,True,0.2441257925776627,2
김도곤,서울,,47.25,False,-2.3739221770134638,,정치,True,9.799572428265898e-05,2
안희옥,서울,성북구,47.25,,-1.6019477700111733,서울대,법,True,0.0002177037072676824,2
이복근,서울,강북구,47.25,False,,,,False,0.013868636076685169,2
김기옥,서울,강북구,47.25,True,4.595119850134589,,정치,False,0.018738233061992533,2
조천휘,서울,강북구,47.25,False,-1.247382580653677,,,True,3.865986623224256e-05,2
신기철,서울,,47.25,False,,,경영,,0.021884133492399118,2
김정중,서울,강북구,47.25,True,4.595119850134589,,경영,True,0.006365193881553273,2
정희일,서울,강북구,47.25,False,-1.9305547609721183,,행정,,0.00039877492175636537,2
박종대,서울,강북구,47.25,False,,,,True,0.012057346415572405,2
신승호,서울,강북구,47.25,True,4.595119850134589,고려대,정치,False,0.5693327184771437,2
강성언,서울,강북구,47.25,False,,,,False,0.0006761806243982276,2
박진형,서울,강북구,47.25,True,4.595119850134589,고려대,정치,False,0.3566401231822669,2
문명희,서울,도봉구,47.25,False,,,행정,False,0.00024859294336540604,2
김용석,서울,도봉구,47.25,True,4.595119850134589,,,False,0.021970163434906747,
서종태,서울,도봉구,47.25,False,,,행정,False,2.7511464623506506e-05,2
김광수,서울,도봉구,47.25,True,4.595119850134589,,경영,False,0.1597033087858109,2
이기석,서울,도봉구,47.25,False,,,,False,0.008339269199015497,2
김동욱,서울,도봉구,47.25,,4.595119850134589,,행정,True,0.8095577884895923,2
고삼호,서울,도봉구,47.25,False,-1.1746448100182871,,정치,False,0.00015336568268562925,2
조달현,서울,노원구,47.25,False,,,,True,3.591861497082063e-05,2
서영진,서울,노원구,47.25,True,4.595119850134589,연세대,행정,False,0.0026756320907297296,2
박환희,서울,노원구,47.25,False,,,행정,True,0.8668652905911508,2
문상모,서울,노원구,47.25,True,4.595119850134589,,행정,False,0.0016199201599911815,2
부두완,서울,노원구,47.25,False,,,,True,0.00016349035126664112,2
,서울,노원구,47.25,True,4.595119850134589,고려대,행정,False,0.0030917000011264108,2
박경규,서울,노원구,47.25,False,,,,True,0.0007467390364376022,2
김생환,서울,노원구,47.25,True,4.595119850134589,,행정,False,0.00017663108336458548,2
강호원,서울,노원구,47.25,False,-0.6571801847162596,,,True,7.373032213502746e-05,2
전영돈,서울,노원구,47.25,False,-2.8414800657303005,연세대,행정,True,2.0267120253432613e-05,2
김희겸,서울,노원구,47.25,False,,고려대,,False,0.0007936074223577253,2
김광수,서울,노원구,47.25,True,4.595119850134589,,,False,0.07160665596716595,2
이종은,서울,노원구,47.25,False,,,정치,True,0.052018409340474234,2
곽종상,서울,노원구,47.25,True,4.595119850134589,,,False,9.86014072034853e-07,2
허섭,서울,노원구,47.25,False,-0.3458654358082946,서울대,,False,,2
주영미,서울,은평구,47.25,False,,연세대,행정,False,0.0004173548600405842,2
이재식,서울,은평구,47.25,True,4.595119850134589,,경영,False,0.005549058182749014,2
김희춘,서울,은평구,47.25,False,-2.2593417897847803,,,False,2.787897331499892e-05,2
김민,서울,,47.25,False,-1.7797403332057753,,,False,0.5394405110406204,2
김우태,서울,은평구,47.25,False,,,행정,False,0.001122542226038084,2
김미경,서울,은평구,47.25,True,4.595119850134589,고려대,행정,False,0.42502637070203,2
김판수,서울,은평구,47.25,False,-1.8776718865736088,,법,False,0.005919893557494968,2
소심향,서울,은평구,47.25,False,,연세대,행정,,0.0003158444384338291,
이강무,서울,은평구,47.25,True,4.595119850134589,,,False,0.000683683186597612,2
김유곤,서울,은평구,47.25,False,-2.7320077897712127,,,True,0.018595167577110897,2
나영섭,서울,은평구,47.25,False,,고려대,행정,False,0.00015948709931932632,2
정희석,서울,은평구,,True,4.595119850134589,,행정,True,0.0022894550931669283,2
조계원,서울,은평구,47.25,False,-1.7788711830357025,,,False,0.0004527530630834173,2
박동빈,서울,서대문구,47.25,False,,,경영,True,0.023005639416513183,2
신원철,서울,서대문구,47.25,True,4.595119850134589,,행정,False,0.001162780767751994,2
김용만,서울,서대문구,47.25,False,-1.350483996918856,,행정,False,0.0846360713005672,2
서연범,서울,서대문구,47.25,False,,,,True,2.000865076006635e-06,2
박운기,서울,서대문구,47.25,True,4.595119850134589,,,False,0.0001460274292283934,2
송주범,서울,서대문구,47.25,False,,,행정,True,0.0005005796840872577,2
김태희,서울,서대문구,47.25,True,4.595119850134589,연세대,행정,False,0.8715736832635994,2
박경규,서울,서대문구,47.25,False,-1.6340808086563416,,,False,0.0005141502840740219,2
김수철,서울,서대문구,47.25,False,,연세대,,True,0.016882960578978444,2
조상호,서울,서대문구,47.25,True,4.595119850134589,,,False,0.0015761064101241274,2
박태규,서울,마포구,47.25,True,,,행정,False,0.0007846234233804815,2
소영철,서울,마포구,47.25,False,2.5071417270850773,,,True,0.000142716441276157,2
홍성문,서울,마포구,47.25,False,-0.7002985817175705,고려대,법,True,0.0010206365646701632,2
이매숙,서울,마포구,47.25,False,-0.3674973814233525,,,False,7.879691855352089e-07,2
정춘희,서울,마포구,47.25,False,,,행정,True,0.00018576847848872548,2
김창수,서울,마포구,47.25,True,4.595119850134589,,행정,False,0.027769394691663042,2
이윤중,서울,마포구,47.25,False,-2.428800788484892,,,True,3.7283592758587015e-05,2
이봄철,서울,마포구,47.25,False,-1.4230397788755518,,,False,2.427415406643072e-05,2
송준호,서울,마포구,47.25,False,-2.386871952447541,,경영,True,0.009665250518525709,2
정해원,서울,마포구,47.25,False,,고려대,,False,0.002267328649861238,2
채재선,서울,마포구,47.25,True,4.595119850134589,고려대,행정,True,9.808171675590909e-05,2
김재범,서울,마포구,47.25,False,-0.6604344409097359,,정치,True,0.04646356401202409,2
이재필,서울,마포구,47.25,False,,,,False,0.0008021873629694687,2
김기덕,,마포구,47.25,,4.595119850134589,,,True,0.7248861929514128,2
이수정,서울,마포구,47.25,False,0.9137690109323316,,,True,0.1858519094729616,2
정문진,서울,양천구,47.25,True,,,,False,0.0009511636649608864,3
조영희,서울,양천구,47.25,False,2.341718389739212,,,False,0.02595589956556291,3
이혜경,서울,양천구,47.25,False,-0.8677756107830564,,,False,0.8076010627931312,3
최용주,서울,양천구,47.25,False,,,,True,0.006531645854367345,3
이정찬,서울,양천구,47.25,True,4.595119850134589,연세대,행정,True,0.011782645887671743,3
백금만,서울,양천구,,False,,,,False,4.569287600227749e-05,3
,서울,양천구,47.25,True,4.595119850134589,연세대,행정,True,0.006012855840172668,3
서성환,서울,양천구,47.25,False,-1.7534986852014447,,,False,0.10775294885241872,3
정만섭,서울,양천구,47.25,False,,,,True,0.02299104040466869,3
이명영,,양천구,47.25,True,4.595119850134589,,법,False,0.0010096403674032415,3
김훈미,서울,양천구,,False,-0.42554258640614495,,,False,0.00042505474247142106,3
김희걸,서울,양천구,47.25,False,-2.194895870506881,,법,False,0.008940349151168892,3
김기철,서울,강서구,47.25,False,,연세대,행정,,0.00624301747584086,2
이창섭,서울,강서구,47.25,True,4.595119850134589,,법,False,0.5850018764549421,
이명재,서울,강서구,47.25,False,,,,False,0.007413252211887019,
김형식,서울,강서구,47.25,True,4.595119850134589,,,False,0.01529905791497799,2
심근수,서울,강서구,47.25,False,,,,True,0.00017890750794092393,2
김용성,서울,강서구,47.25,True,4.595119850134589,,,False,0.0065107992983488095,2
박마루,서울,강서구,47.25,False,,,,False,0.0011000622020250737,2
김상현,서울,강서구,47.25,True,4.595119850134589,,,False,0.3782530269340373,2
김중일,서울,구로구,47.25,False,,고려대,정치,True,0.0020117069082069413,2
정승우,서울,구로구,47.25,True,4.595119850134589,,,,0.2135305771813337,2
문승진,서울,구로구,47.25,False,0.2699765823736872,,,False,0.0032772497096427862,2
한형교,서울,구로구,47.25,False,-1.445396831807903,,행정,True,0.0001579826627869482,2
홍상필,서울,구로구,47.25,False,,,,True,0.00011777598027838923,2
조규영,서울,구로구,47.25,True,4.595119850134589,,,True,0.019242055429491815,2
정대근,서울,구로구,47.25,False,,,행정,False,0.0023202389365195608,2
김종욱,서울,구로구,47.25,True,4.595119850134589,고려대,,False,0.024108810313005557,2
한일수,서울,구로구,47.25,False,-1.2075936114417098,,정치,False,0.00025681191258947384,2
이우진,서울,구로구,47.25,False,,,행정,True,0.16814856127453734,2
김명수,서울,구로구,47.25,True,4.595119850134589,,행정,True,0.5668282296916073,2
안영식,서울,,,False,,고려대,경제,False,0.0009017683624987355,2
오봉수,서울,금천구,47.25,True,4.595119850134589,,경제,True,0.009459640228877034,2
이병철,서울,금천구,47.25,False,,고려대,,True,0.9500211466803185,2
이원기,서울,,47.25,True,4.595119850134589,,,False,0.03837118821580568,2
임부재,서울,금천구,47.25,,-1.7054912662199242,,,False,0.0006422880311470088,
송정순,서울,금천구,47.25,False,-1.1740075297093298,,행정,False,0.0006039684813532982,2
허만섭,서울,영등포구,47.25,False,,,법,False,0.0002345101503378629,3
최웅식,서울,영등포구,47.25,True,4.595119850134589,,경영,True,0.0018702938702449198,3
권영하,서울,영등포구,47.25,False,,,행정,True,0.1500488851729996,3
김정태,서울,영등포구,47.25,True,4.595119850134589,,,False,0.8015852284748584,3
김춘수,서울,영등포구,47.25,True,,,경영,True,0.03114579073857864,3
김경석,,영등포구,47.25,False,1.4869803063970612,,정치,False,0.008242240836368238,3
김용승,서울,영등포구,47.25,False,-1.820190737802556,,정치,False,0.005097046836914664,3
이종해,서울,영등포구,47.25,False,,,,False,0.0001392089292225001,3
유광상,서울,영등포구,47.25,True,4.595119850134589,,,False,0.0010548162357055684,3
김송정,서울,영등포구,47.25,False,-0.6794785837781986,,,True,0.0005819787547697556,3
,서울,동작구,47.25,False,,,행정,False,0.004453402958889886,3
강희용,서울,동작구,47.25,True,4.595119850134589,고려대,경제,False,0.19887688839490827,3
김익수,서울,동작구,47.25,False,-1.098540213998721,,행정,False,0.11948333020192788,3
박종민,서울,동작구,47.25,False,-3.602127254792048,,경제,False,0.3331320010209784,3
이태범,서울,동작구,47.25,False,-2.3268476331328265,고려대,,False,0.008073534576297147,3
김숭환,서울,동작구,47.25,False,-2.5579264898614125,,행정,False,0.0015365418760328485,3
김황기,서울,동작구,47.25,False,,,,True,0.007757980755870202,3
,서울,동작구,47.25,True,4.595119850134589,연세대,행정,False,0.1119332022745515,3
박덕경,서울,동작구,47.25,False,,,,True,0.00029369427161174714,3
박기열,서울,동작구,47.25,True,4.595119850134589,,행정,False,0.11331371181373702,3
최형용,서울,동작구,47.25,False,,,,True,0.003515752635519347,3
서영갑,서울,동작구,47.25,True,4.595119850134589,,행정,False,0.05727265168048929,3
이진식,서울,동작구,47.25,False,-0.8137605526322803,,,True,0.040357307539186316,
김금희,서울,관악구,47.25,False,,,경영,False,0.10296110397411352,2
박준희,서울,관악구,47.25,True,4.595119850134589,,행정,False,0.44641099293378667,2
민연식,서울,관악구,47.25,False,-1.2184792633804318,,경영,True,4.470422938992171e-05,2
박범수,서울,관악구,47.25,False,,,경영,False,0.01902120566475242,2
서윤기,서울,관악구,47.25,True,4.595119850134589,,,True,0.007495882313262993,2
김갑생,서울,관악구,47.25,False,-2.2380527994565758,,,True,0.001044777784633552,2
박현식,서울,관악구,47.25,False,-1.3278395740970934,,,False,0.024032390586463555,2
김강산,서울,관악구,47.25,False,,연세대,행정,True,0.040510316466466,2
이행자,서울,,47.25,True,4.595119850134589,,,False,0.3063990418774118,2
진상주,서울,관악구,47.25,False,-1.8301892864307991,,경제,False,3.0748333010583624e-05,2
현진호,서울,관악구,47.25,False,,고려대,,True,0.001730707608996806,2
신언근,서울,관악구,47.25,True,4.595119850134589,고려대,행정,True,,2
김용섭,서울,관악구,47.25,False,-2.08320175569582,,법,True,0.04045731259211415,2
남상덕,서울,관악구,47.25,False,-0.6711503003520662,,,False,,2
김순미,서울,관악구,47.25,False,-1.3994777434885446,연세대,행정,False,0.006133649872535593,2
김진영,서울,서초구,47.25,,,,,False,0.06960509836145679,1
박찬선,서울,서초구,47.25,False,0.7521880978157875,,경제,False,0.0002515709891813075,1
이지현,서울,서초구,47.25,True,,,,True,0.7321439988088858,1
,서울,서초구,47.25,False,0.3846925767130208,고려대,행정,False,0.002393584758592993,1
최호정,서울,서초구,47.25,True,,,,True,0.0040311190243765786,1
전경일,서울,서초구,47.25,False,1.0499638578983903,,,False,0.00046028932054309344,1
김용석,서울,서초구,47.25,True,,,,False,0.016220764281471248,1
