성명,선거구일,선거구이,여당평가,당선여부,득표수,학력,과목,경력지역,인지도,지역구분
김월출,광주,서구,47.25,False,-1.4111768934418174,,,True,1.8379298117393562e-05,2
조영표,광주,남구,47.25,True,0.05261131973031805,,정치,True,0.01145449059427192,2
강도석,광주,남구,47.25,False,-1.254003057835169,,,True,0.021038546971133384,2
이상복,광주,남구,47.25,False,-1.1738323527646384,,,False,0.8200615246484648,2
서정성,광주,남구,47.25,True,0.3922812364080378,,,False,0.05781483720040542,2
고진웅,광주,남구,47.25,False,-1.7140969198204363,,행정,False,0.0013288753780331846,2
이병조,광주,남구,47.25,False,-1.3424081734494768,,,True,0.004469488833384685,2
나종천,광주,,47.25,True,0.20081043833549234,,정치,True,0.00039533100943328083,2
장우철,광주,남구,47.25,False,-1.0909411863068577,,,True,0.08323745916025695,2
정남석,광주,남구,47.25,False,-1.605638253285814,,,True,0.00019944620461640364,2
진선기,광주,북구,47.25,True,0.4671998132948385,,,True,0.00019408046382209568,2
김상혁,,북구,47.25,False,-0.5749184127811834,,,True,0.6611659373626063,2
조오섭,광주,북구,47.25,True,0.4408832320703296,,,True,0.008088575204094083,2
,광주,북구,47.25,False,-0.5391394670643593,,,True,0.058280871107740065,2
문상필,광주,북구,47.25,True,0.6115588585651457,,,True,0.002276360610734841,2
김상윤,광주,북구,47.25,False,-0.7646847666338152,,행정,True,0.014308660612233973,2
홍인화,광주,북구,47.25,True,-0.1514444885536225,,정치,True,0.0017041001982101036,2
송태종,광주,북구,47.25,False,-0.6375787295525701,,,True,0.0009446695800337672,2
전우근,광주,북구,,False,-1.5906845842808228,,,True,0.00016777219749005315,2
조호권,광주,북구,47.25,True,0.8200139014387353,,경영,True,0.00013540820977097726,2
형순태,광주,북구,,False,-0.929673307556763,,법,False,,2
이은방,광주,북구,47.25,True,0.09939357254033296,,행정,False,0.002624267650633744,2
이준영,,북구,47.25,False,-1.0131364206174165,,,True,0.25010085861652426,2
박양구,광주,북구,47.25,False,-1.4717513810259781,,,False,8.438186105832926e-06,2
윤봉근,광주,광산구,47.25,True,-0.0008339967881716643,,행정,True,0.002861146129598348,2
김익주,광주,광산구,47.25,False,-1.6972855377770208,,행정,False,0.003202946168733506,2
강광민,광주,광산구,47.25,False,-1.3673996486540627,,경영,False,0.0004129068070676332,2
유숙희,광주,광산구,47.25,False,-2.1383513874259,,,False,0.00013155064264775028,2
허문수,광주,광산구,47.25,True,0.1447628710453054,,법,True,0.000246744193228,2
윤영대,광주,광산구,47.25,False,-1.7196642314793342,,경제,False,0.0022572229843674423,2
박석원,광주,광산구,47.25,False,-0.9199320264385974,,,False,0.01470860743503868,2
,광주,광산구,47.25,True,0.5309012768360624,,행정,True,0.0006745263929073145,2
성창우,광주,광산구,47.25,False,-0.6174024763356217,,,False,4.777605062673424e-05,2
김민종,광주,광산구,47.25,True,-0.18050652453262084,,행정,False,0.9754498438455148,2
황차은,광주,광산구,47.25,False,-0.7787866106613516,,,False,8.22137693078823e-07,2
최상신,광주,광산구,,False,-1.319710028648697,,,False,5.907212576644118e-06,2
한범석,대전,동구,47.25,False,-0.9281265647050028,,,False,0.004422567157043005,1
남진근,대전,동구,47.25,True,-0.2543667649654545,,경영,False,0.02322826775671028,1
이병구,대전,동구,47.25,False,-1.1011369846789003,,법,True,0.1420337877301344,1
김은선,대전,동구,47.25,False,,,경제,True,,1
,대전,동구,47.25,False,-0.7797645675147438,,,True,0.003656907698264597,1
곽수천,대전,동구,47.25,True,-0.4136303231918225,,,True,0.00019301357716563879,1
빈명숙,대전,동구,47.25,False,-3.6338606933169615,,,,4.117666286196026e-05,1
남승도,대전,동구,47.25,False,-0.9664361555159392,,행정,False,0.0002940581619146682,1
홍재광,대전,동구,47.25,False,-0.7219737023940451,,,True,0.0007741969437224983,1
안필응,대전,동구,47.25,True,-0.5285921386300301,,,False,0.013461945658263605,1
이광희,대전,중구,47.25,False,-0.8369129379374499,,경영,False,0.31581096627685945,3
이복섭,대전,중구,47.25,False,-0.9730878397966024,,경영,False,2.326468932676345e-05,3
황경식,대전,중구,47.25,True,-0.4307458096526275,,,False,0.021556150860183285,3
전병배,대전,중구,47.25,False,-0.8460275095327143,,경영,True,1.3116955175808427e-05,3
김경훈,대전,중구,47.25,True,0.13314894148426312,,,True,0.6451887689881762,3
박천환,대전,중구,47.25,False,,,,True,0.00013763661292404096,3
고성근,대전,중구,47.25,False,-0.9948538837190376,,,False,,3
홍순국,대전,중구,47.25,False,-0.8559363666342007,,,True,0.010757140263973591,3
권중순,대전,중구,47.25,True,-0.36263590334494217,,경영,False,0.006208381928242125,3
조성호,대전,서구,47.25,False,-1.1801100258028656,,,True,0.4371057906520445,2
한천희,대전,서구,47.25,False,-0.5935454079600873,,,True,5.46496864677355e-05,2
곽영교,대전,서구,47.25,True,-0.45005407636709865,,행정,True,5.485722478240774e-05,2
,대전,서구,47.25,False,-1.2721862567653488,,행정,True,,2
김강우,대전,서구,47.25,False,-0.7110091730125269,,행정,False,0.29064165634503336,2
김경시,대전,서구,47.25,True,-0.5877682429283879,,법,False,0.0002111938761000743,2
한진걸,대전,서구,47.25,False,-2.5196689861551365,,법,False,1.0592727414845531e-05,2
이석용,대전,서구,47.25,False,-1.4217747003838503,,,True,0.0013650181535462948,2
김인식,대전,서구,47.25,True,-0.25062956241935386,,행정,,0.1676971213177802,2
권형례,대전,서구,47.25,False,-0.6194896891241785,고려대,행정,True,6.167988566325565e-06,2
김학원,대전,서구,47.25,False,-0.9188299604217984,,경제,True,0.0025392305357635754,2
황웅상,대전,서구,47.25,,0.14343863113581296,,행정,False,1.1005074723481633e-05,2
양내승,대전,서구,47.25,False,-1.694140808901187,,경영,True,2.0924400182349637e-06,
현대천,대전,서구,47.25,False,-0.9724584790480432,,경영,True,5.944503403821162e-06,2
김종천,대전,서구,47.25,True,-0.5118661379617657,,,True,0.07166734638484913,2
,대전,서구,47.25,False,-0.7178949777991877,,,False,0.0005601918319023009,2
이선용,대전,서구,47.25,False,-1.0958160179869134,,경제,False,0.002546402425422793,2
김명경,대전,서구,47.25,True,-0.5851662229932998,,,True,0.00021527931133809823,2
남재찬,대전,서구,47.25,False,-0.6668557284047429,,,True,,2
,대전,서구,47.25,False,-3.467255193227896,,경제,True,0.02530545952084285,2
이종대,대전,유성구,47.25,False,-1.0714871954514091,,,False,0.2228098279850481,2
백성구,대전,유성구,47.25,False,-0.5763530887873082,,행정,True,0.0005416817474853434,2
임재인,대전,유성구,47.25,True,-0.555341618084994,,,False,0.002200630125672732,2
지연옥,대전,유성구,47.25,False,-1.3482494270556211,연세대,,False,0.00021928742209307631,2
박종선,대전,유성구,47.25,True,-0.3855915688845686,,,False,0.010900053039340288,2
이건우,대전,유성구,47.25,False,-0.7244183247669876,,,False,0.07641123009642972,2
이고은,대전,유성구,47.25,False,-2.964714836697957,,법,False,0.08203679725449115,2
윤보현,대전,유성구,47.25,False,-0.8331697351270246,,,True,,2
이상태,대전,유성구,47.25,True,-0.6515912931787776,,법,True,0.0065656853235012,2
장주영,대전,유성구,47.25,False,-2.110613280367929,,,False,0.007962667880852524,2
강신출,대전,유성구,47.25,False,-3.0277969331834926,,,True,1.5980953426409372e-05,2
유진원,대전,유성구,47.25,False,-1.4759463675910578,,경영,False,0.010139050218413477,2
김용태,대전,유성구,47.25,False,-1.093023911745049,,행정,False,0.5634597164937951,2
한근수,대전,유성구,47.25,True,-0.4017525225185106,,경영,False,0.00015201079537626862,2
유석상,대전,유성구,47.25,False,-0.9269464086592542,고려대,,False,1.1317363952737826e-05,2
전정석,대전,유성구,47.25,False,-3.0203568180308435,,,False,5.605773656985945e-05,2
박희진,대전,대덕구,47.25,,-0.8133248627764605,,행정,True,0.3289830952418909,1
심현영,대전,대덕구,47.25,True,-0.06703222384535366,,,True,0.0015421446135837349,1
,대전,대덕구,47.25,False,-1.5199392689965705,,,True,0.2083239318494424,1
박수범,대전,대덕구,47.25,False,-1.0706090749248778,,,True,0.036406310459758784,1
임봉철,대전,대덕구,47.25,False,-0.9266058975220156,,,True,7.321432734255781e-05,1
이희재,대전,대덕구,47.25,True,-0.8240611637821785,,,False,0.10772875500828756,1
오재진,대전,대덕구,47.25,False,-3.836466917476984,,법,True,0.0008249987700922602,1
김래호,대전,대덕구,47.25,False,-3.7870799640361774,고려대,,True,0.0001292722051706229,1
정진항,대전,대덕구,47.25,False,-2.2430015956860214,,법,True,0.0005847922553457731,1
유희성,대전,대덕구,47.25,False,-1.2612226594127351,,행정,False,0.015361913392248325,1
박병철,대전,대덕구,47.25,False,-0.6757899964182491,,행정,True,0.05276460415803784,1
오태진,대전,대덕구,47.25,True,-0.44637120843357175,,,False,0.03198517405641303,1
장정희,대전,대덕구,47.25,False,-3.427272666663435,,,False,0.21529179366238616,1
이죽련,울산,,47.25,False,-0.31527465037371405,,,True,,1
박영철,울산,중구,47.25,True,0.20236200108274915,,,True,0.012493948879996416,1
김승준,울산,중구,47.25,False,-0.7971087988411177,,정치,True,0.047352014168024106,1
천병태,울산,중구,47.25,True,-0.28550271656047943,,,True,0.0018562603015206802,1
김기환,울산,중구,47.25,False,-1.1276391468554852,,,True,0.12398905135230705,1
이성룡,울산,중구,47.25,True,-0.4830179034464869,,,True,0.011652211553428464,1
홍인수,울산,중구,47.25,False,-0.8306402354039716,,,False,0.0006280622538629701,1
김재열,울산,,47.25,False,-0.8684133653718566,,경영,True,0.7982064667646023,1
김일현,울산,중구,47.25,False,-0.4424367374598779,,,True,0.003748766519936768,1
,울산,중구,47.25,True,0.3204623188404612,,,True,5.9816499416024646e-05,1
이희석,울산,남구,47.25,,-0.3674866919720543,서울대,,True,0.00581161109704162,1
류왕도,울산,남구,47.25,False,-1.3249540366694268,,법,True,0.0005686276336756173,1
안성일,울산,남구,47.25,False,-0.567630334752756,,,False,,1
송병길,울산,남구,47.25,True,0.1504864474219208,,,True,0.002150484791102321,1
박재영,울산,남구,47.25,False,-0.25897822652357977,,,True,0.03451452112598747,1
서동욱,울산,남구,47.25,True,-0.0002578316373701132,,경제,True,0.18951047410245328,1
강호석,울산,남구,47.25,False,-0.08418874767620238,,법,True,0.003374322614275786,1
김정태,울산,남구,47.25,True,0.006836945996531465,,,False,0.7504614809845824,1
임동욱,울산,남구,,False,-0.11353422498259345,고려대,법,False,0.00474142576687854,1
김종무,울산,남구,47.25,True,-0.4611117850871786,,,False,0.003852111382766225,1
박수일,울산,남구,47.25,False,-0.8175664910898869,,,True,0.0033218023322264595,1
허원현,울산,,47.25,False,-0.8892126047249684,,경영,True,2.236479599128397e-05,1
권명호,울산,동구,47.25,True,0.006904061352383223,,,False,0.0038370219133708476,
장세동,울산,동구,47.25,False,-0.07677108957320568,,,True,0.030796332619186156,1
김덕웅,울산,동구,47.25,False,-0.1402917761012802,연세대,,True,7.06419981153454e-07,1
,울산,동구,,True,0.06465819183212085,,,True,0.2508087227992486,1
김창민,울산,동구,47.25,False,-0.22816909484097744,,경영,False,0.010047166345537107,1
이은주,울산,동구,47.25,True,0.16764646235147734,,,,0.7045100499026762,1
정치락,울산,북구,47.25,False,-0.13193883539593124,,,True,0.005260616155581139,1
김진영,울산,북구,47.25,True,0.057074895075023085,,,False,0.6259868027191008,1
문석주,울산,북구,47.25,False,-0.16169552795857442,,행정,True,0.0062980259955027545,
이은영,울산,북구,47.25,True,0.11101371984958627,,,False,0.2322129029856955,1
이방우,울산,북구,47.25,False,-0.5064960614189732,,행정,True,0.12858638457106591,1
하현숙,울산,북구,47.25,True,-0.12168055643668367,,,True,0.00029974600846200067,1
정창윤,울산,북구,47.25,False,-1.8269624474367834,고려대,법,True,0.0013555215645919265,1
한동영,울산,울주군,47.25,True,-0.610790583115298,,,False,0.06344674640681727,1
김명호,울산,울주군,47.25,False,-1.1737265675545787,,,True,0.5322762636391476,1
이동철,,울주군,47.25,False,,,,False,0.3328214546176461,1
홍종필,울산,울주군,47.25,False,-1.0077487789249684,,,,0.0024635434076973307,1
윤시철,울산,울주군,47.25,True,,,행정,True,0.02576886144985201,1
고성준,울산,울주군,47.25,False,,,행정,False,0.04322313047883977,1
홍종헌,경기,수원시 장안구,47.25,False,-0.15071135351150874,,,False,0.0006648521298398691,2
김재귀,경기,수원시 장안구,47.25,True,0.06932137300891175,,행정,True,0.00793357952516602,2
정금란,경기,수원시 장안구,47.25,False,-0.6569896123502361,,,True,0.00023939393807918574,2
김주성,경기,수원시 장안구,47.25,True,-0.32094957550925235,,,False,0.7958874811228068,2
한성우,경기,,47.25,False,-1.6654438472436215,,,True,0.04141917808735913,2
이상진,경기,수원시 장안구,47.25,False,-2.7001000357920795,연세대,정치,False,0.153855515196749,2
염규용,경기,수원시 권선구,47.25,False,-0.18227934578109511,,행정,False,0.0016015960939874288,2
김상회,경기,수원시 권선구,47.25,True,0.1135930822293363,,행정,True,0.552767042901298,2
한범희,경기,수원시 권선구,47.25,False,-0.5073437956334172,,,False,0.03561958459387265,2
박동현,경기,수원시 권선구,47.25,True,-0.04238626561769285,,,False,0.4094502443354435,2
차희상,경기,수원시 권선구,47.25,False,-1.9971645011164445,,,True,0.0005615320753984663,2
이승철,경기,,47.25,True,-0.2155793631008285,,행정,True,0.8622594485346415,2
이완모,경기,수원시 팔달구,47.25,False,-0.2298692563982349,,행정,True,0.0010272613394159886,2
김규화,경기,수원시 팔달구,47.25,False,-2.324596689600207,,,False,0.00048686697450920946,2
한규택,경기,수원시 팔달구,47.25,False,-0.3356432262362267,고려대,,True,0.0005662513479569173,2
김호겸,경기,수원시 팔달구,47.25,True,-0.3023733266857097,,,False,0.0009615813181215533,2
임미숙,경기,수원시 팔달구,47.25,False,-2.081669234739548,,,True,0.13469260824197216,2
김광룡,경기,수원시 팔달구,47.25,False,,,정치,False,5.9822433826886845e-06,2
김정란,경기,수원시 영통구,47.25,False,-0.3676403848176466,,,False,0.9054223038125859,2
오완석,경기,수원시 영통구,47.25,True,-0.3382631732838152,,,False,0.008181669914143217,2
임길현,경기,수원시 영통구,47.25,False,-1.6533120064612563,,,False,0.00011630391921675646,2
엄성용,경기,수원시 영통구,47.25,False,-0.5679770717317569,,행정,True,0.004603577653951217,2
안혜영,경기,수원시 영통구,47.25,True,0.05545743358330086,,,False,0.05093874796015612,2
이남옥,경기,수원시 영통구,47.25,False,-2.0767444908715906,,,True,0.030737396739946663,2
이봉희,경기,성남시 수정구,47.25,False,-0.6914824787813185,,,False,0.08046122299334478,1
이효경,경기,성남시 수정구,47.25,True,0.23460938134801376,,정치,False,0.14970346681826396,1
이병열,경기,성남시 수정구,47.25,False,-2.3365846019114693,,,True,0.16789779851868072,1
조희동,경기,성남시 수정구,,False,-0.6982521177471468,,행정,False,0.029569518096402687,
허재안,경기,성남시 수정구,47.25,True,-0.4941797047729212,,행정,,0.0042950386050099815,1
김미희,경기,성남시 수정구,47.25,False,-0.9829020248246826,서울대,,,0.5680729549682978,1
방영기,경기,성남시 중원구,,False,-0.5139806084099755,,경영,True,0.058845603488980665,1
조광주,경기,성남시 중원구,47.25,True,0.09441078433727594,,법,True,0.15098295964887462,1
이석계,경기,성남시 중원구,47.25,False,,,,False,0.01954437400091692,1
주일성,경기,성남시 중원구,47.25,False,-0.6286339275807058,,,False,0.001248761724593454,1
윤은숙,경기,성남시 중원구,47.25,True,-0.1535794144589662,,행정,True,0.7559177476591363,1
신건수,경기,성남시 중원구,47.25,False,-1.5795724788238226,,,False,0.013460553477498112,1
장정은,경기,성남시 분당구,47.25,True,-0.0360079660103068,,경영,True,0.005686904659964936,1
장순화,경기,성남시 분당구,47.25,False,-0.7732726274532983,,,True,3.125434053141218e-05,1
윤상화,경기,성남시 분당구,47.25,False,-1.787538940673459,,경영,False,0.0021956883354129573,1
이재성,경기,성남시 분당구,47.25,False,-3.320019783503983,,경영,False,0.6891474510416752,1
이태순,경기,성남시 분당구,47.25,True,0.06630107982124007,연세대,행정,True,0.0006449766780666702,1
김광명,경기,성남시 분당구,47.25,False,-0.13077423424420193,,,False,0.002347908880242613,1
안계일,경기,성남시 분당구,47.25,True,0.14421106052453378,,,True,0.00033532276085047435,
한선미,경기,성남시 분당구,47.25,False,-0.6099266776439227,,,False,0.0016430750888731171,1
이진희,경기,성남시 분당구,47.25,False,-2.231760320986597,,,True,0.06281935883405418,1
정재영,경기,성남시 분당구,,True,0.1659654885031296,,,True,0.23296921421592634,1
김종렬,경기,성남시 분당구,47.25,False,-0.2306540792184729,,,False,0.0021788451644021408,1
신광식,경기,의정부시,47.25,True,-0.10423936266709087,,법,True,0.0020347974185831587,3
박찬학,경기,의정부시,47.25,False,-0.43502327022701015,,,False,1.2535932082887814e-05,3
윤재호,경기,의정부시,47.25,False,-2.0658445675944384,,,False,0.006990757735662578,3
최종복,경기,의정부시,47.25,False,-0.2841134808365577,,법,True,0.00046208513459305235,3
김경호,경기,의정부시,47.25,True,0.20666976989355595,,정치,True,0.8131958973411727,3
박종식,경기,의정부시,47.25,False,-0.4250819418542237,고려대,,False,0.002723090798345385,3
박세혁,경기,의정부시,47.25,True,-0.1145710799147062,,,True,0.15571870904373256,3
심재덕,경기,의정부시,47.25,False,-2.0292799979359057,,,True,0.0035558771249803354,
김시갑,경기,의정부시,47.25,True,-0.24774467343325016,,,False,9.390481744391256e-05,3
이진선,경기,의정부시,47.25,False,-0.37331883255174025,,,False,0.006358179235736326,3
김종한,경기,의정부시,47.25,False,-1.8367283867647741,,,True,0.0088541654176674,3
장경순,경기,안양시 만안구,47.25,False,-0.22475048300095768,,경영,True,0.20461027335687998,2
최우규,경기,안양시 만안구,47.25,True,0.15158163172427833,,경영,False,0.02460109102931961,2
이재문,경기,안양시 만안구,47.25,False,-0.518284817815432,,경영,False,0.5493995463670299,2
강득구,경기,안양시 만안구,47.25,True,0.2859846090355945,연세대,행정,True,0.22129475627431133,2
강학모,경기,안양시 만안구,47.25,False,-3.153924941776085,고려대,경제,False,9.433297245914333e-05,2
임영신,경기,안양시 동안구,47.25,False,-0.3583341059835285,,,True,0.046879504277732464,2
임채호,경기,안양시 동안구,47.25,True,0.2964067575867824,,행정,False,0.020741441259068967,2
염창석,경기,안양시 동안구,47.25,False,-0.4873814225243002,,,False,0.0001424239418696799,2
정기열,경기,안양시 동안구,47.25,True,0.42616921367243,,경제,True,0.09595570832933732,2
정애숙,경기,안양시 동안구,47.25,False,-0.2415024782619203,연세대,행정,False,0.010700865689027256,2
박용진,경기,안양시 동안구,47.25,,0.18421226709706365,고려대,행정,True,0.7483617073869593,2
이성환,경기,안양시 동안구,47.25,False,-0.2683332956382605,연세대,행정,True,0.07699612929228394,2
송순택,경기,안양시 동안구,47.25,True,0.21043100367092285,,행정,False,0.00022221982372102003,2
,경기,부천시 원미구,47.25,False,-0.4586956459711908,,행정,False,0.013484467059417988,2
이상훈,경기,부천시 원미구,47.25,True,0.1014074675312243,연세대,,True,0.8218011318717551,2
김영진,경기,부천시 원미구,47.25,False,-0.5858501945047478,,행정,False,0.1047778400491596,2
신종철,경기,부천시 원미구,47.25,True,0.08646895890269919,,행정,True,0.00610255362875853,2
서영석,경기,부천시 원미구,47.25,False,-0.2937611185281632,,,True,0.03438220679982619,2
김광회,경기,부천시 원미구,47.25,True,0.033715314595340405,,행정,True,0.003387430338784504,2
정주열,경기,부천시 원미구,47.25,False,-2.9637445980605936,,행정,False,0.0020450456784422678,2
김승동,경기,부천시 원미구,47.25,False,-0.5187344382105231,,행정,,0.0056347387982367755,2
서진웅,경기,부천시 원미구,47.25,True,,,행정,False,0.003847864899064478,2
최환식,경기,부천시 원미구,47.25,,-2.391074424107702,고려대,,True,0.004536720876554727,2
김미숙,경기,부천시 소사구,47.25,False,-0.4791669769161053,,정치,False,0.41906606563480375,2
류재구,경기,부천시 소사구,47.25,True,0.41417292663962535,,행정,False,0.0021636033587462485,2
황원희,경기,부천시 소사구,47.25,False,-0.3270806237202464,,,True,0.000570355542836189,2
강백수,경기,부천시 소사구,47.25,,-0.03744093295084278,,경영,False,0.01863211170295057,2
김성철,경기,부천시 소사구,47.25,False,-2.5428467588378125,,,False,0.5595678637606631,2
김유신,경기,부천시 오정구,47.25,False,-0.4357497512339309,고려대,,False,0.057880526005840725,2
정상순,경기,부천시 오정구,47.25,True,0.3644900229700507,,,False,0.00020572619990382406,2
이재영,경기,부천시 오정구,47.25,False,-0.2903085382154519,,행정,False,0.941314568222698,2
이필구,경기,부천시 오정구,47.25,True,0.2236702616154696,,,False,0.0005991795715575044,2
김종오,경기,광명시,47.25,False,-0.5105286883123359,,,False,0.003578442737651997,2
,경기,광명시,47.25,True,0.4361567238718792,연세대,행정,False,0.003355955681304808,2
김광기,경기,광명시,47.25,False,-0.3172722462870878,,,False,0.0014643221562436134,2
정대운,경기,광명시,47.25,True,0.2419161621760016,,행정,True,0.0007403246233098786,2
손인암,경기,광명시,47.25,False,-0.6402172179325626,,행정,False,0.000434554271193174,2
박승원,경기,광명시,47.25,True,0.05561732051853716,,,False,0.005161015012679114,2
전동석,경기,광명시,47.25,False,-1.927257637107309,고려대,행정,True,0.05963734218702507,2
심중식,경기,광명시,47.25,,-0.4974856338645503,,,False,0.00013999181023430682,2
김성태,경기,광명시,47.25,True,0.02032374071666391,,행정,False,0.922989131597704,
박종기,경기,,47.25,False,-2.2013682081578465,,,False,0.002498919922653845,2
최호,경기,평택시,47.25,False,-0.5254244231871433,,,True,0.17603852705799422,1
고윤수,경기,평택시,47.25,True,-0.3621333922483607,고려대,,False,0.0018195618534761601,1
유성근,경기,평택시,47.25,False,-2.363292756345136,,,False,0.039039090941911735,1
최중협,경기,평택시,47.25,False,-2.1584763439810573,,행정,True,,1
윤정일,경기,평택시,47.25,False,-0.23184861116004865,고려대,,True,0.2681513019517581,1
고인정,경기,평택시,47.25,True,0.13411748549515348,,,False,0.08850243406045873,1
이주상,경기,평택시,47.25,False,-0.17995727048126234,,행정,True,0.04584617514382987,1
오세호,경기,평택시,47.25,True,0.0798126926567533,,,True,0.35461579486723976,1
전진규,경기,평택시,47.25,True,0.008831226226742109,,행정,False,0.008467180467453605,1
유영삼,경기,평택시,47.25,False,-0.13130521182979862,,,,0.017519933655877815,1
김영규,경기,양주시,47.25,True,-0.37371244989468827,,,False,0.06802474233266986,1
이상훈,경기,양주시,47.25,False,0.1014074675312243,,경제,True,0.926409014349394,1
박희관,경기,양주시,47.25,False,-2.5740382634738816,,,,0.0003460218076934562,1
권두안,경기,양주시,47.25,False,-2.2565295455514316,,법,True,4.8468664616985576e-05,1
홍범표,경기,양주시,47.25,True,-0.021341965084111847,고려대,,False,0.00027388850779174915,1
김홍열,경기,양주시,47.25,False,-0.5535116414998383,고려대,,False,0.004577654232063917,1
김진락,경기,양주시,47.25,False,-2.126964680022496,,,False,0.0003202101057701459,1
김홍규,경기,동두천시,47.25,False,-0.3698598541195412,,,True,0.3914404348783324,1
박인범,경기,동두천시,47.25,True,-0.1801665201482984,,,False,0.11427784507152333,1
이재두,경기,동두천시,47.25,False,-2.775470126924702,,,True,0.018859951784585438,1
이임봉,경기,동두천시,,False,-3.011516141255253,,,False,0.00013443394831369061,1
진성복,경기,동두천시,47.25,True,-0.6202087427108527,,경영,False,0.0001942016577076433,1
현용순,경기,동두천시,47.25,False,-1.147302779348517,,,False,0.0001532934607258522,1
최용복,경기,동두천시,47.25,False,,,경영,True,,1
윤문희,경기,동두천시,47.25,False,-2.350440065848709,,,False,0.014620615507397138,1
박수호,경기,동두천시,47.25,False,-1.3380001988624572,,법,True,0.4272760219471917,1
임이자,경기,안산시 상록구,47.25,False,-0.5549402273394052,고려대,법,True,0.571524551639889,2
송한준,경기,,47.25,True,-0.18820331251780326,,,False,0.005140569322235374,2
박환,경기,안산시 상록구,47.25,False,-2.4456522259733227,,,False,0.014593940574199703,2
양영열,경기,안산시 상록구,47.25,False,-2.362022817240487,,경영,False,7.682750541576212e-06,2
이문수,경기,,47.25,False,-0.2689439692578013,,경영,True,0.02740646105684237,2
손호성,경기,안산시 상록구,47.25,True,0.20682683330284904,,경영,False,0.0061341327050254,2
이광종,경기,안산시 상록구,47.25,False,-0.3195351343997147,,,False,0.35819500654466163,2
장동일,경기,안산시 상록구,47.25,True,0.2565076264915483,,,True,0.005716324956079038,2
김제연,,안산시 상록구,47.25,False,-0.28508273938779666,,경영,True,0.001182265598108408,2
이재천,경기,안산시 상록구,47.25,True,0.2181310094906652,,,False,0.010099064852417376,2
차현주,경기,안산시 단원구,47.25,False,-0.4888969749330024,,,False,0.0006501776915680953,2
윤화섭,경기,안산시 단원구,47.25,True,0.4102937507877688,고려대,행정,True,0.0032182993512808963,2
김재국,경기,안산시 단원구,47.25,False,-0.5861566509132312,,경영,False,0.0005942720297571518,2
고영인,경기,안산시 단원구,47.25,True,0.5157771502844989,고려대,,True,0.0023509973805948643,2
송길선,경기,안산시 단원구,47.25,False,-0.3230836003265168,,경영,False,5.8259407057749786e-06,2
김현삼,경기,안산시 단원구,47.25,True,0.24346557069256566,,,False,0.00018649514091294904,2
박정호,경기,안산시 단원구,47.25,False,-0.3400092809847461,,,False,0.004575423645230031,2
원미정,경기,안산시 단원구,47.25,True,-0.15649185361130338,,,False,0.000515051715769216,2
이재용,경기,안산시 단원구,,False,-2.5927452777122406,,,False,0.9874795961433198,2
이기학,경기,안산시 단원구,47.25,False,-3.3373371715561877,,경영,True,0.0004238609608610503,2
이재석,경기,고양시 덕양구,47.25,False,-0.19038155775720905,,경영,,0.14812880508427909,2
최재연,경기,고양시 덕양구,47.25,True,0.10130454512673788,서울대,,False,0.0105336726290244,2
김이업,,고양시 덕양구,47.25,False,-0.30810540320344,,경영,False,3.5990854566579313e-06,2
이재준,경기,고양시 덕양구,47.25,True,0.2421921667399588,,경제,False,0.6903055608728786,
정문식,경기,고양시 덕양구,47.25,False,-0.2671191562091925,,경영,True,0.00557011839135551,2
민경선,경기,고양시 덕양구,47.25,True,0.19908602520903607,,경제,False,0.016869767529200472,
곽미숙,경기,고양시 덕양구,47.25,False,-0.5823620740912065,,,True,0.004821145764906356,2
이규수,경기,고양시 덕양구,47.25,False,-2.0154514941187043,,행정,False,0.0007371445100722711,2
송영주,경기,고양시 덕양구,47.25,True,-0.34314367548043645,,,True,0.1169176116647396,2
박도욱,경기,고양시 덕양구,47.25,False,,,,False,0.0061125744680870595,2
유양수,,고양시 일산동구,47.25,False,-0.2929885998677348,,경영,False,0.008366522246512955,2
,경기,고양시 일산동구,47.25,True,0.2339968007014097,연세대,행정,True,0.07109569760671447,2
김영숙,경기,고양시 일산동구,47.25,False,-0.3769420420368519,,,True,0.7666231297099816,2
이상성,경기,고양시 일산동구,47.25,True,-0.30483433385571945,,,False,0.03934893308841039,2
고오환,,고양시 일산동구,47.25,False,-1.7331993319532188,연세대,행정,True,0.11456571734838054,2
김학진,경기,고양시 일산서구,47.25,False,-0.22464993219688206,,,True,0.020220169910723833,2
김영환,경기,고양시 일산서구,47.25,True,0.1660204662972851,고려대,,True,0.9707130450376756,2
나도은,경기,고양시 일산서구,47.25,,-0.04420554595172708,서울대,,True,0.0003365345305354474,2
김달수,경기,고양시 일산서구,47.25,True,-0.018886209251453342,,,False,0.008730250521065151,2
이해문,경기,과천시,47.25,True,-0.11226516918835816,,경영,True,0.1314077560921007,3
윤미현,경기,과천시,47.25,False,-0.6863305215808476,,,False,0.4341745937338223,3
김은환,경기,과천시,,False,,,,False,0.1295570877050051,3
백남철,경기,과천시,47.25,,-0.4726623452875117,,행정,False,0.09906955469292347,3
배수문,경기,과천시,47.25,True,-0.15380861236822072,,,True,0.15880989660075662,3
,경기,과천시,47.25,False,,서울대,,False,0.04698111117539151,3
김대원,경기,의왕시,47.25,False,-0.25752085739620345,,행정,True,0.1894601831271253,3
김종용,경기,의왕시,47.25,True,,,,False,,3
