,성명,지역,선거구명,선거 종류,회차,기호,성별,정당명,연령,직업,여당평가,당선여부,득표수(득표율),학교,과목,경력_지역,인지도,지역구분
7388,서호연,서울,구로구,구·시·군의회의원선거,7,2,남,con,60,,74.43499999999997,0,-1.500060943064728,,,0,0.0028268038533878193,2
7389,박용순,서울,구로구,구·시·군의회의원선거,7,3,남,con,60,,74.43499999999997,0,-1.6815211362754958,,정치,0,0.04492072529685643,2
7390,조미향,서울,구로구,구·시·군의회의원선거,7,1,여,rev,58,,74.43499999999997,1,0.37683646047657327,,,1,0.0038240575414583847,2
7391,최숙자,서울,구로구,구·시·군의회의원선거,7,2,여,con,69,,74.43499999999997,0,-1.1687878317193399,,경영,0,0.007627724470343652,2
7392,김종우,서울,구로구,구·시·군의회의원선거,7,3,남,con,54,,74.43499999999997,0,-1.8585479952761252,,,0,0.08043707111958483,2
7393,김철수,서울,구로구,구·시·군의회의원선거,7,1,남,rev,61,,74.43499999999997,1,0.5079780743193456,,,0,0.11507269335537317,2
7394,박종녀,서울,구로구,구·시·군의회의원선거,7,2,여,con,56,,74.43499999999997,0,-0.9244388721589889,,정치,0,0.000797950849682775,2
7395,전문수,서울,구로구,구·시·군의회의원선거,7,3,남,rem,73,,74.43499999999997,0,-2.845409940483379,,,0,0.0015556218995271488,2
7396,김영곤,서울,구로구,구·시·군의회의원선거,7,3,남,rev,50,,74.43499999999997,1,-0.546569623343042,,경제,0,0.03830203986165851,2
7397,이재만,서울,구로구,구·시·군의회의원선거,7,3,남,rev,53,,74.43499999999997,0,-1.5413862518889883,,,0,0.6348798177571005,2
7398,정대근,서울,구로구,구·시·군의회의원선거,7,2,남,con,56,,74.43499999999997,0,-1.2461445997919467,,행정,0,0.010809089747037322,2
7399,윤수찬,서울,구로구,구·시·군의회의원선거,7,3,남,con,51,,74.43499999999997,0,-2.1027573989430577,,행정,0,0.0020353192233453117,2
7400,이근미,서울,구로구,구·시·군의회의원선거,7,3,여,rev,42,,74.43499999999997,0,-2.2441904411511446,,,0,0.006662351446834561,2
7401,박동웅,서울,구로구,구·시·군의회의원선거,7,1,남,rev,50,,74.43499999999997,1,0.23381808256112957,,경영,0,0.0016098897372632543,2
7402,박평길,서울,구로구,구·시·군의회의원선거,7,2,남,con,54,,74.43499999999997,0,-0.8439768962097989,,행정,0,0.0015652771508602526,2
7403,곽병기,서울,구로구,구·시·군의회의원선거,7,3,남,con,69,,74.43499999999997,0,-2.176940365056183,,,0,0.0013061651099446812,2
7404,정형주,서울,구로구,구·시·군의회의원선거,7,3,남,rev,59,,74.43499999999997,1,-0.8961705021846259,,경영,0,0.0052941592419624,2
7405,김명조,서울,구로구,구·시·군의회의원선거,7,3,여,rev,53,,74.43499999999997,0,-1.8426332681642945,,경제,0,0.003453419489569186,2
7406,곽윤희,서울,구로구,구·시·군의회의원선거,7,2,여,con,60,정당인,74.43499999999997,0,-1.1051493551922342,,행정,0,0.004134229108445484,2
7407,염복자,서울,구로구,구·시·군의회의원선거,7,3,여,con,65,,74.43499999999997,0,-3.0684032438467495,,,0,0.0011557368961539023,2
7408,김희서,서울,구로구,구·시·군의회의원선거,7,3,남,rev,40,,74.43499999999997,0,-1.197873403499263,,정치,0,0.01785067627532692,2
7409,김남광,서울,구로구,구·시·군의회의원선거,7,3,남,rem,54,,74.43499999999997,0,-3.718296856972689,,행정,0,0.0011439115270550537,2
7410,김경완,서울,금천구,구·시·군의회의원선거,7,3,남,rev,38,,74.43499999999997,1,-0.04833768751749183,,경영,0,0.0015161163955189723,2
7411,김용성,서울,금천구,구·시·군의회의원선거,7,3,남,rev,67,,74.43499999999997,0,-1.5026409289903124,,,1,0.010937514311658987,2
7412,박찬길,서울,금천구,구·시·군의회의원선거,7,2,남,con,65,,74.43499999999997,0,-1.3891085018932088,,정치,0,0.0009519141599856729,2
7413,박인택,서울,금천구,구·시·군의회의원선거,7,3,남,con,57,,74.43499999999997,0,-2.2733935106501635,,경영,0,0.00032606297060761865,2
7414,이경옥,서울,금천구,구·시·군의회의원선거,7,3,여,rev,54,,74.43499999999997,1,-0.47523770823876144,,,1,0.05136523343913603,2
7415,김용술,서울,금천구,구·시·군의회의원선거,7,3,남,rev,59,,74.43499999999997,0,-1.3192726792822531,,경영,1,0.0005033610171392612,2
7416,정순기,서울,금천구,구·시·군의회의원선거,7,3,남,con,68,,74.43499999999997,0,-2.0178582397877967,,,0,0.0005420660998561516,2
7417,이동복,서울,금천구,구·시·군의회의원선거,7,3,남,con,66,정당인,74.43499999999997,0,-2.0088618467982546,,경영,1,0.0035823064060340973,2
7418,김영섭,서울,금천구,구·시·군의회의원선거,7,3,남,con,58,,74.43499999999997,0,-1.9077991927253797,,,0,0.009495736605528942,2
7419,백승권,서울,금천구,구·시·군의회의원선거,7,3,남,rev,53,,74.43499999999997,1,-0.4321429375893752,,정치,0,0.004235833443474168,2
7420,정재동,서울,금천구,구·시·군의회의원선거,7,3,남,rev,47,,74.43499999999997,0,-1.3602068912762084,,,0,0.0007803042023536425,2
7421,조윤형,서울,금천구,구·시·군의회의원선거,7,2,남,con,61,정당인,74.43499999999997,0,-1.3252883088278715,,행정,0,0.0043573986442587585,2
7422,김용진,서울,금천구,구·시·군의회의원선거,7,3,남,con,69,,74.43499999999997,0,-2.3865350510304437,,,1,0.7350962632548371,2
7423,곽승희,서울,금천구,구·시·군의회의원선거,7,3,여,rem,31,,74.43499999999997,0,-2.435860442156575,연세대,,0,0.001091255155789561,2
7424,류명기,서울,금천구,구·시·군의회의원선거,7,3,남,rev,56,,74.43499999999997,1,-0.4557399840807909,,경영,1,0.0006912392516267888,2
7425,김훈,서울,금천구,구·시·군의회의원선거,7,3,남,rev,62,,74.43499999999997,0,-1.5864695900902135,,경영,0,0.11959743512524156,2
7426,윤영희,서울,금천구,구·시·군의회의원선거,7,2,여,con,57,,74.43499999999997,0,-1.5348420235145563,,,0,0.002699321705265052,2
7427,박만선,서울,금천구,구·시·군의회의원선거,7,3,남,con,57,,74.43499999999997,0,-2.31479034981439,,,0,0.00029352585520077884,2
7428,이승무,서울,금천구,구·시·군의회의원선거,7,3,남,rev,59,,74.43499999999997,0,-4.343498594952785,,행정,1,0.0351183083276168,2
7429,신철호,서울,금천구,구·시·군의회의원선거,7,3,남,rem,44,,74.43499999999997,0,-1.8570843834703215,,,0,0.016818803628869984,2
7430,정선희,서울,영등포구,구·시·군의회의원선거,7,1,여,rev,59,,74.43499999999997,1,0.3174820984881788,,,0,0.1991084365121973,3
7431,김재진,서울,영등포구,구·시·군의회의원선거,7,2,남,con,51,,74.43499999999997,0,-0.9135528793768165,,,0,0.011394945738037432,3
7432,김선길,서울,영등포구,구·시·군의회의원선거,7,3,남,con,29,,74.43499999999997,0,-2.2275949590225057,,,0,0.0006176777402204691,3
7433,오현숙,서울,영등포구,구·시·군의회의원선거,7,1,여,rev,54,정당인,74.43499999999997,1,-0.36533529272793586,,,0,0.0026213858274116574,3
7434,강복희,서울,영등포구,구·시·군의회의원선거,7,2,여,con,63,,74.43499999999997,0,-1.1980037597425421,,,0,0.0004956797333204909,3
7435,장사율,서울,영등포구,구·시·군의회의원선거,7,3,남,con,62,,74.43499999999997,0,-2.5778507382968456,,,0,0.0001741492791121429,3
7436,고기판,서울,영등포구,구·시·군의회의원선거,7,3,남,rem,59,,74.43499999999997,0,-1.0557598484785538,,행정,1,0.01440568571408271,3
7437,김길자,서울,영등포구,구·시·군의회의원선거,7,1,여,rev,55,,74.43499999999997,1,0.3304639571872912,,행정,1,0.0016615500299835598,3
7438,이규선,서울,영등포구,구·시·군의회의원선거,7,2,남,con,54,,74.43499999999997,0,-1.175055516015544,,,0,0.004026164434477309,3
7439,김용범,서울,영등포구,구·시·군의회의원선거,7,3,남,con,61,,74.43499999999997,0,-1.7235933857170977,,,0,0.028268588025188366,3
7440,윤준용,서울,영등포구,구·시·군의회의원선거,7,1,남,rev,58,,74.43499999999997,1,0.3818306233679734,,,0,0.0005262360304481644,3
7441,이용주,서울,영등포구,구·시·군의회의원선거,7,2,남,con,70,,74.43499999999997,0,-1.2033388734807902,,행정,1,0.43481199753304556,3
7442,정영택,서울,영등포구,구·시·군의회의원선거,7,3,남,con,59,정당인,74.43499999999997,0,-1.7765142151932718,,경제,0,0.0020663333961404803,3
7443,박미영,서울,영등포구,구·시·군의회의원선거,7,1,여,rev,55,,74.43499999999997,1,-0.1190068237454274,고려대,,0,0.007008053953804915,3
7444,장순원,서울,영등포구,구·시·군의회의원선거,7,2,남,con,59,,74.43499999999997,0,-0.6744783122889155,,,0,0.00016320955733347393,3
7445,정영출,서울,영등포구,구·시·군의회의원선거,7,3,남,con,63,정당인,74.43499999999997,0,-1.9707417799289684,,,0,0.0001229007302329155,3
7446,박대윤,서울,영등포구,구·시·군의회의원선거,7,3,남,rev,34,,74.43499999999997,0,-5.242622122125858,,,0,0.00015106923824291095,3
7447,김용승,서울,영등포구,구·시·군의회의원선거,7,3,남,rem,51,,74.43499999999997,0,-3.0581210362059563,,정치,0,0.0022239411588911373,3
7448,권영식,서울,영등포구,구·시·군의회의원선거,7,2,남,con,63,정당인,74.43499999999997,0,,연세대,행정,0,0.0033946493867202795,3
7449,김화영,서울,영등포구,구·시·군의회의원선거,7,3,남,rev,61,정당인,74.43499999999997,1,-0.8748942343995937,,,0,0.06187004477352085,3
7450,유승용,서울,영등포구,구·시·군의회의원선거,7,3,남,rev,68,,74.43499999999997,0,-1.3106318313915053,,행정,0,0.002543143616634565,3
7451,마숙란,서울,영등포구,구·시·군의회의원선거,7,3,여,con,60,,74.43499999999997,0,-2.175221788309457,,,0,0.00019441002000223436,3
7452,박유규,서울,영등포구,구·시·군의회의원선거,7,3,남,con,66,,74.43499999999997,0,-2.4199504426249043,,행정,0,0.00013761476173960248,3
7453,윤동규,서울,영등포구,구·시·군의회의원선거,7,3,남,con,63,,74.43499999999997,0,-2.0619571334441087,,경영,0,0.0010495762050877684,3
7454,이윤진,서울,영등포구,구·시·군의회의원선거,7,3,여,rev,41,정당인,74.43499999999997,0,-4.115312050967406,,,0,0.19912542822443005,3
7455,박정자,서울,영등포구,구·시·군의회의원선거,7,3,여,rem,75,,74.43499999999997,0,-1.8370231206696133,,,0,0.021837128379693573,3
7456,전갑봉,서울,동작구,구·시·군의회의원선거,7,1,남,rev,59,,74.43499999999997,1,-0.012940057472763847,,경영,0,0.0005171053442500885,3
7457,김광수,서울,동작구,구·시·군의회의원선거,7,2,남,con,71,,74.43499999999997,0,-1.3287534713255336,,,1,0.25107273428601506,3
7458,홍순채,서울,동작구,구·시·군의회의원선거,7,3,남,con,77,,74.43499999999997,0,-1.955139730928635,,,0,0.00028340831978326147,3
7459,정재천,서울,동작구,구·시·군의회의원선거,7,3,남,rem,53,,74.43499999999997,0,-1.8403256584817411,,,0,0.0015879808438244373,3
7460,김명기,서울,동작구,구·시·군의회의원선거,7,1,남,rev,64,,74.43499999999997,1,0.3584741718146981,,,1,0.019415061727771202,3
7461,박흥옥,서울,동작구,구·시·군의회의원선거,7,2,남,con,65,,74.43499999999997,0,-1.3596926262482871,,,0,0.00023568982059777636,3
7462,이봉준,서울,동작구,구·시·군의회의원선거,7,3,남,con,52,,74.43499999999997,0,-1.515053643128035,,,0,0.0016772779842259664,3
7463,김용아,서울,동작구,구·시·군의회의원선거,7,1,여,rev,50,,74.43499999999997,1,0.3515480704312496,,,0,0.0007690819738528035,3
7464,민경희,서울,동작구,구·시·군의회의원선거,7,2,여,con,46,,74.43499999999997,0,-1.387252708576418,,,1,0.006440270969207381,3
7465,김주은,서울,동작구,구·시·군의회의원선거,7,3,여,con,55,정당인,74.43499999999997,0,-1.8020974541636892,,행정,1,0.058961765995345805,3
7466,이필준,서울,동작구,구·시·군의회의원선거,7,3,남,rev,58,,74.43499999999997,0,-3.101748906373695,,,0,0.00031681732501159457,3
7467,조진희,서울,동작구,구·시·군의회의원선거,7,1,여,rev,52,,74.43499999999997,1,0.40856697876584486,,,0,0.004819088967791128,3
7468,최민규,서울,동작구,구·시·군의회의원선거,7,2,남,con,47,,74.43499999999997,0,-1.0941632063426148,,경영,0,0.012386073044145051,3
7469,정석현,서울,동작구,구·시·군의회의원선거,7,3,남,con,72,정당인,74.43499999999997,0,-1.9955893196384904,고려대,행정,1,0.005096786284076366,3
7470,신민희,서울,동작구,구·시·군의회의원선거,7,3,여,rev,38,정당인,74.43499999999997,1,-0.4513703911143032,,행정,1,0.01112143731282087,3
7471,신희근,서울,동작구,구·시·군의회의원선거,7,3,남,rev,56,,74.43499999999997,0,-0.8636018865395344,,행정,0,0.0020404661045407206,3
7472,김현상,서울,동작구,구·시·군의회의원선거,7,2,남,con,50,,74.43499999999997,0,-0.9607697165991574,,,1,0.002192354335234028,3
7473,최재혁,서울,동작구,구·시·군의회의원선거,7,3,남,rev,40,정당인,74.43499999999997,1,-0.3868080564796666,,법,0,0.01925151251004481,3
7474,음영덕,서울,동작구,구·시·군의회의원선거,7,3,남,rev,58,정당인,74.43499999999997,0,-1.42824132317589,,행정,0,0.0006151132217173098,3
7475,최정아,서울,동작구,구·시·군의회의원선거,7,2,여,con,47,,74.43499999999997,0,-1.0487388440150442,,행정,0,0.01352584454912707,3
7476,정유나,서울,동작구,구·시·군의회의원선거,7,3,여,con,49,정당인,74.43499999999997,0,-2.040420808529221,,,0,0.06535517698708537,3
7477,서정택,서울,동작구,구·시·군의회의원선거,7,3,남,rev,52,,74.43499999999997,1,-0.5753680759606818,고려대,경영,0,0.0005265549345787864,3
7478,강한옥,서울,동작구,구·시·군의회의원선거,7,3,여,rev,50,,74.43499999999997,0,-1.611177894385785,,,1,0.01103846630206615,3
7479,이미연,서울,동작구,구·시·군의회의원선거,7,3,여,con,51,,74.43499999999997,0,-1.4272427077837375,,경영,0,0.47966515811336247,3
7480,윤삼자,서울,동작구,구·시·군의회의원선거,7,3,여,con,44,,74.43499999999997,0,-2.9749823445623553,,법,0,0.00030514242404753575,3
7481,박원규,서울,동작구,구·시·군의회의원선거,7,3,남,con,70,정당인,74.43499999999997,0,-2.2447646779950614,,법,0,0.0044480123051254825,3
7482,이호영,서울,동작구,구·시·군의회의원선거,7,3,남,rev,36,정당인,74.43499999999997,0,-2.2346121094078395,,,0,0.02633561801435137,3
7483,이경환,서울,관악구,구·시·군의회의원선거,7,3,남,rev,31,정당인,74.43499999999997,1,-0.6946137449492146,서울대,,1,0.008770848903368753,2
7484,박정수,서울,관악구,구·시·군의회의원선거,7,3,남,rev,25,,74.43499999999997,0,-1.5909844239434647,,행정,0,0.1503351462528329,2
7485,임창빈,서울,관악구,구·시·군의회의원선거,7,2,남,con,60,,74.43499999999997,0,-1.7345543095963878,연세대,행정,1,0.0009273347731003367,2
7486,임춘수,서울,관악구,구·시·군의회의원선거,7,3,남,con,55,,74.43499999999997,0,-1.476964974820597,,,0,0.0005439611698103648,2
7487,박정열,서울,관악구,구·시·군의회의원선거,7,3,남,rev,41,,74.43499999999997,0,-2.243503525644361,,정치,0,0.0013322031693421435,2
7488,송명숙,서울,관악구,구·시·군의회의원선거,7,3,여,rev,31,정당인,74.43499999999997,0,-3.2882732975060995,,,0,0.0013125318887100728,2
7489,곽광자,서울,관악구,구·시·군의회의원선거,7,1,여,rev,61,,74.43499999999997,1,0.27234705508558127,,법,0,0.00011125660667848968,2
7490,강희광,서울,관악구,구·시·군의회의원선거,7,2,남,con,59,정당인,74.43499999999997,0,-1.7479611391612928,,,1,5.408658225090676e-05,2
7491,이성심,서울,관악구,구·시·군의회의원선거,7,3,여,con,62,정당인,74.43499999999997,0,-1.362735210146842,고려대,행정,0,0.00024639944387142845,2
7492,조명환,서울,관악구,구·시·군의회의원선거,7,3,남,rev,63,정당인,74.43499999999997,0,-3.209380335613853,,법,0,0.0016808555451603138,2
7493,표태룡,서울,관악구,구·시·군의회의원선거,7,3,남,rev,55,,74.43499999999997,1,-0.7806319648161141,,,0,0.00042674902758291,2
7494,장현수,서울,관악구,구·시·군의회의원선거,7,3,남,rev,55,,74.43499999999997,0,-1.3618970191864954,연세대,정치,1,0.46555882351962885,2
7495,백성원,서울,관악구,구·시·군의회의원선거,7,2,여,con,58,정당인,74.43499999999997,0,-1.6702937213975597,,경영,0,0.00033490660194499124,2
7496,오준섭,서울,관악구,구·시·군의회의원선거,7,3,남,con,62,,74.43499999999997,0,-1.4578055766745586,,,0,0.00023392385199727747,2
7497,김수정,서울,관악구,구·시·군의회의원선거,7,3,남,rev,40,정당인,74.43499999999997,0,-2.1191105029546726,서울대,,0,0.04183565599085193,2
7498,주무열,서울,관악구,구·시·군의회의원선거,7,3,남,rev,33,정당인,74.43499999999997,1,-0.4103086615168686,서울대,,1,0.0005076226320496487,2
7499,왕정순,서울,관악구,구·시·군의회의원선거,7,3,여,rev,57,,74.43499999999997,0,-1.1747289658829123,,정치,0,0.0002370284154108521,2
7500,박범수,서울,관악구,구·시·군의회의원선거,7,2,남,con,53,,74.43499999999997,0,-1.7595515808913145,,,0,0.0015997889996808795,2
7501,권오식,서울,관악구,구·시·군의회의원선거,7,3,남,con,54,,74.43499999999997,0,-1.555770383882454,,,0,0.0003974024602110098,2
7502,서홍석,서울,관악구,구·시·군의회의원선거,7,3,남,rev,42,,74.43499999999997,1,-0.6555588093975813,,경영,1,0.013151970292682018,2
7503,주순자,서울,관악구,구·시·군의회의원선거,7,3,여,rev,60,정당인,74.43499999999997,0,-1.6016293730143318,,,0,0.0004781720088651235,2
7504,박영란,서울,관악구,구·시·군의회의원선거,7,2,여,con,55,,74.43499999999997,0,-1.4792895049516193,,,0,0.0022060505989225506,2
7505,소남열,서울,관악구,구·시·군의회의원선거,7,3,남,con,63,,74.43499999999997,0,-1.827782321477437,,,0,0.00010265077175080073,2
7506,박노일,서울,관악구,구·시·군의회의원선거,7,3,남,rev,61,,74.43499999999997,0,-4.563214128972863,,법,0,0.0001883352589571989,2
7507,왕복근,서울,관악구,구·시·군의회의원선거,7,3,남,rev,30,정당인,74.43499999999997,0,-2.1422944517028295,고려대,정치,0,0.00036511910638378347,2
7508,김한영,서울,관악구,구·시·군의회의원선거,7,3,여,rev,44,,74.43499999999997,0,-3.7164245096696322,,,0,0.001565615881734541,2
7509,길용환,서울,관악구,구·시·군의회의원선거,7,1,남,rev,69,,74.43499999999997,1,0.28891095125466315,,경영,0,9.798982222365976e-05,2
7510,김갑생,서울,관악구,구·시·군의회의원선거,7,2,여,con,43,정당인,74.43499999999997,0,-1.5474773561331772,,,0,8.787161215889574e-05,2
7511,민영진,서울,관악구,구·시·군의회의원선거,7,3,남,con,52,,74.43499999999997,0,-1.2813712834285598,,행정,0,0.0008472847728142459,2
7512,송정애,서울,관악구,구·시·군의회의원선거,7,3,여,rev,51,,74.43499999999997,1,-0.3867062921441643,,행정,0,0.0013881484113322632,2
7513,이종윤,서울,관악구,구·시·군의회의원선거,7,3,남,rev,42,,74.43499999999997,0,-1.32579789388847,,행정,0,0.0021224798687417457,2
7514,현미경,서울,관악구,구·시·군의회의원선거,7,2,여,con,49,정당인,74.43499999999997,0,-1.4787855617595,,행정,0,0.021768437097450834,2
7515,장동식,서울,관악구,구·시·군의회의원선거,7,3,남,con,58,,74.43499999999997,0,-1.8741100710890604,,행정,0,0.0004619798334767201,2
7516,연시영,서울,관악구,구·시·군의회의원선거,7,3,여,rev,29,정당인,74.43499999999997,0,-3.347144466441193,,경영,0,0.0007942646291342634,2
7517,조익화,서울,관악구,구·시·군의회의원선거,7,1,남,rev,52,정당인,74.43499999999997,1,-0.34332418577376556,,,1,0.00014288249087821285,2
7518,이정희,서울,관악구,구·시·군의회의원선거,7,2,여,con,68,정당인,74.43499999999997,0,-1.5219910378816301,,,0,0.26717792389261996,2
7519,이동일,서울,관악구,구·시·군의회의원선거,7,3,남,con,69,,74.43499999999997,0,-2.0374395429110312,,,0,0.0011056012732879683,2
7520,이기중,서울,관악구,구·시·군의회의원선거,7,3,남,rev,37,,74.43499999999997,0,-1.0815228922167524,서울대,,0,0.0011108704262545483,2
7521,이철호,서울,관악구,구·시·군의회의원선거,7,3,남,rem,62,,74.43499999999997,0,-4.211320896586225,,,0,0.008389826115846783,2
7522,장옥준,서울,서초구,구·시·군의회의원선거,7,3,여,rev,66,,74.43499999999997,1,-0.887033943518393,,,1,0.00011574208183878268,1
7523,한정수,서울,서초구,구·시·군의회의원선거,7,3,남,rev,57,정당인,74.43499999999997,0,-1.9420779306848153,,경영,0,0.141411971747656,1
7524,전경희,서울,서초구,구·시·군의회의원선거,7,3,여,con,60,정당인,74.43499999999997,0,-1.038500147705294,,,0,0.0006522960392975932,1
7525,오세철,서울,서초구,구·시·군의회의원선거,7,3,남,con,64,,74.43499999999997,0,-1.7516954887474065,,행정,0,0.0005988172024817665,1
7526,김희진,서울,서초구,구·시·군의회의원선거,7,3,여,con,49,,74.43499999999997,0,-2.0462148489454077,,,1,0.06140246979938336,1
7527,이희원,서울,서초구,구·시·군의회의원선거,7,3,남,rem,37,,74.43499999999997,0,-3.960813169597578,,법,0,0.0028978153101413533,1
7528,김안숙,서울,서초구,구·시·군의회의원선거,7,3,여,rev,58,,74.43499999999997,1,-0.6351402084084297,,정치,0,0.0003922315798000319,1
7529,박지남,서울,서초구,구·시·군의회의원선거,7,3,남,rev,55,,74.43499999999997,0,-1.8488906304970139,,법,0,0.0002375339094884318,1
7530,최원준,서울,서초구,구·시·군의회의원선거,7,3,남,con,39,정당인,74.43499999999997,0,-1.1005956595219617,,경영,0,0.05194987029771194,1
7531,고선재,서울,서초구,구·시·군의회의원선거,7,3,남,con,66,,74.43499999999997,0,-1.8724511525877814,,,0,0.00029895588229650083,1
7532,문동수,서울,서초구,구·시·군의회의원선거,7,3,남,con,65,,74.43499999999997,0,-2.2294487534706797,,,0,5.110500457203253e-05,1
7533,김성주,서울,서초구,구·시·군의회의원선거,7,2,남,con,46,,74.43499999999997,0,,,,0,0.2890923028855753,1
7534,안종숙,서울,서초구,구·시·군의회의원선거,7,1,여,rev,53,,74.43499999999997,1,0.18950049692002022,,,0,0.0002177983676542577,1
7535,최종배,서울,서초구,구·시·군의회의원선거,7,3,남,con,43,,74.43499999999997,0,-1.2304437385386442,,,0,0.000273759415178668,1
7536,오경희,서울,서초구,구·시·군의회의원선거,7,3,여,con,49,,74.43499999999997,0,-2.5036277257890447,,,1,0.0010088160404413944,1
7537,김현수,서울,서초구,구·시·군의회의원선거,7,3,여,con,60,,74.43499999999997,0,-2.5883902129416856,,,0,0.4403907969572627,1
7538,권태훈,서울,서초구,구·시·군의회의원선거,7,3,남,rev,46,정당인,74.43499999999997,0,-2.9860295651466937,연세대,경제,0,0.0006418630185616216,1
7539,구경여,서울,서초구,구·시·군의회의원선거,7,3,여,rem,46,,74.43499999999997,0,-4.193609950678897,,,0,4.548284554826805e-05,1
7540,허은,서울,서초구,구·시·군의회의원선거,7,1,여,rev,28,정당인,74.43499999999997,1,-0.13309327651674807,,,0,0.0015178540110104594,1
7541,김익태,서울,서초구,구·시·군의회의원선거,7,3,남,con,68,정당인,74.43499999999997,0,-0.9943651446665495,,,0,0.0008694653792783426,1
7542,정덕모,서울,서초구,구·시·군의회의원선거,7,3,남,con,64,,74.43499999999997,0,-2.302135369974957,,,0,8.899849812084904e-05,1
7543,고광민,서울,서초구,구·시·군의회의원선거,7,3,남,con,44,정당인,74.43499999999997,0,-1.944063348059158,연세대,행정,0,0.0020108488389702413,1
7544,김남순,서울,서초구,구·시·군의회의원선거,7,3,여,rev,61,,74.43499999999997,0,-3.888998139465764,,,0,0.0015269718877936546,1
7545,문승훈,서울,서초구,구·시·군의회의원선거,7,3,남,rem,38,,74.43499999999997,0,-5.327521363508597,,,0,0.002306232999936483,1
7546,전인수,서울,강남구,구·시·군의회의원선거,7,2,남,con,64,,74.43499999999997,0,,,,1,0.0005829691062385825,1
7547,김현정,서울,강남구,구·시·군의회의원선거,7,1,여,rev,39,정당인,74.43499999999997,1,-0.529026328412837,고려대,,0,0.16100621238546864,1
7548,최남일,서울,강남구,구·시·군의회의원선거,7,3,남,con,62,,74.43499999999997,0,-0.33070179214856216,,,0,0.00012222565324272253,1
7549,황영각,서울,강남구,구·시·군의회의원선거,7,3,남,con,58,,74.43499999999997,0,-1.638197477118972,,경영,0,9.181747404641523e-05,1
7550,안지연,서울,강남구,구·시·군의회의원선거,7,3,여,rev,43,정당인,74.43499999999997,1,-0.6958232823824765,,,1,0.004295598963950613,1
7551,김세준,서울,강남구,구·시·군의회의원선거,7,3,남,rev,44,정당인,74.43499999999997,0,-1.8146895317105995,,,1,0.014229685735461227,1
7552,이재진,서울,강남구,구·시·군의회의원선거,7,3,남,con,56,,74.43499999999997,0,-1.0443643147712145,,행정,1,0.2714401306452926,1
7553,강을석,서울,강남구,구·시·군의회의원선거,7,3,남,con,63,,74.43499999999997,0,-2.6184605080120744,,정치,0,8.672912359101552e-05,1
7554,최순옥,서울,강남구,구·시·군의회의원선거,7,3,남,con,60,정당인,74.43499999999997,0,-2.387493990318755,,,0,0.000353766661853161,1
7555,남일,서울,강남구,구·시·군의회의원선거,7,3,남,rev,35,,74.43499999999997,0,-2.56127211019955,고려대,,0,0.0022587093961002353,1
7556,신혜원,서울,강남구,구·시·군의회의원선거,7,3,여,rev,40,,74.43499999999997,0,-5.646427963158991,,,0,0.1062540064878429,1
7557,문백한,서울,강남구,구·시·군의회의원선거,7,1,남,rev,65,정당인,74.43499999999997,1,-0.12955405963911948,,,0,8.205815695472402e-05,1
7558,김진홍,서울,강남구,구·시·군의회의원선거,7,3,남,con,52,,74.43499999999997,0,-0.9672325913331321,,,0,0.00486742488141534,1
7559,박금옥,서울,강남구,구·시·군의회의원선거,7,3,여,con,41,,74.43499999999997,0,-2.310318513969942,,,0,0.0012209857560015135,1
7560,오완진,서울,강남구,구·시·군의회의원선거,7,3,남,con,74,,74.43499999999997,0,-1.8273812942541778,,행정,0,7.310972277141094e-05,1
7561,김영권,서울,강남구,구·시·군의회의원선거,7,3,남,rev,65,정당인,74.43499999999997,1,-0.5864550335793824,,행정,0,0.40218088687064063,1
7562,안형순,서울,강남구,구·시·군의회의원선거,7,3,여,rev,59,,74.43499999999997,0,-1.5857302582358348,,,0,0.00010097798261789091,1
7563,김형대,서울,강남구,구·시·군의회의원선거,7,2,남,con,64,,74.43499999999997,0,-0.8279774580204758,,,0,0.0005867950020332733,1
7564,하숙자,서울,강남구,구·시·군의회의원선거,7,3,여,con,54,,74.43499999999997,0,-1.9002401122221249,,,0,0.0001284925202523853,1
7565,김광심,서울,강남구,구·시·군의회의원선거,7,1,여,rev,59,,74.43499999999997,1,0.04562851530528804,,,0,0.00011994346091785145,1
7566,이호귀,서울,강남구,구·시·군의회의원선거,7,2,남,con,61,,74.43499999999997,0,-0.835720031359232,,법,0,9.803049375544867e-05,1
7567,강대후,서울,강남구,구·시·군의회의원선거,7,3,남,con,60,,74.43499999999997,0,-1.9140128880841594,,정치,0,0.00012075701474741043,1
7568,김원수,서울,강남구,구·시·군의회의원선거,7,3,남,rem,56,,74.43499999999997,0,-3.7347317553429193,고려대,정치,0,0.001494499032070842,1
7569,박다미,서울,강남구,구·시·군의회의원선거,7,1,여,rev,40,정당인,74.43499999999997,1,-0.3061434508641887,,,1,0.00249144522622919,1
7570,한윤수,서울,강남구,구·시·군의회의원선거,7,2,남,con,57,,74.43499999999997,0,-0.41153763971754403,,행정,0,0.0012817545687022723,1
7571,강창욱,서울,강남구,구·시·군의회의원선거,7,3,남,con,35,정당인,74.43499999999997,0,-1.7520104361841273,,경영,0,0.000834248846920345,1
7572,이관수,서울,강남구,구·시·군의회의원선거,7,1,남,rev,35,,74.43499999999997,1,-0.6032799249243522,,법,0,0.0017119442212678608,1
